BuildingNo,lon,Description,RoadName,RoadAddress,RiName,PetAllowedInfo,PetOnlyInfo,PetRestriction,LotNo,Dong,Sigungu,Sido,Name,PetExtraFee,PostalCode,OpeningHours,lat,AllowedPetSize,EntryFee,IsIndoor,IsOutdoor,PhoneNumber,ParkingAvailable,LotAddress,LastUpdated,Category1,Category2,Category3,Homepage,CloseDay,region_key,coord_status
240 번,126.87483,동물약국,금화로,광주광역시 서구 금화로 240,,Y,해당없음,제한사항 없음,423-2 번지,풍암동,서구,광주광역시,21세기약국,없음,62048,"월~금 10:00~22:00, 토 10:00~22:00, 일 10:00~22:00, 법정공휴일 10:00~22:00",35.13364608,모두 가능,변동,Y,N,062-652-8825,N,광주광역시 서구 풍암동 423-2,2022-11-30,반려동물업,반려의료,동물약국,정보없음,연중무휴,광주광역시_서구,ok
216 번,128.636764,일반동물병원,아양로,대구광역시 동구 아양로 216,,Y,해당없음,제한사항 없음,64-6 번지,효목동,동구,대구광역시,21세기종합동물병원,없음,41168,정보없음,35.8859379,모두 가능,변동,Y,Y,053-959-0121,N,대구광역시 동구 효목동 64-6,2025-03-24,반려동물업,반려의료,동물병원,정보없음,정보없음,대구광역시_동구,ok
216 번,128.636764,일반동물병원,아양로,대구광역시 동구 아양로 216,,Y,해당없음,제한사항 없음,64-6 번지,효목동,동구,대구광역시,21세기종합동물병원,없음,41168,정보없음,35.8859379,모두 가능,변동,Y,Y,053-959-0121,N,대구광역시 동구 효목동 64-6,2025-03-24,반려동물업,반려의료,동물병원,정보없음,정보없음,대구광역시_동구,ok
34 번,129.008783,일반동물병원,만덕대로,부산광역시 북구 만덕대로 34,,Y,해당없음,제한사항 없음,383-3 번지,덕천동,북구,부산광역시,21세기종합동물병원,없음,46577,"월~금 9:00~20:00, 토~일 9:00~18:00",35.21075927,모두 가능,변동,Y,Y,051-365-0075,Y,부산광역시 북구 덕천동 383-3,2025-03-24,반려동물업,반려의료,동물병원,정보없음,연중무휴,부산광역시_북구,ok
34 번,129.008783,일반동물병원,만덕대로,부산광역시 북구 만덕대로 34,,Y,해당없음,제한사항 없음,383-3 번지,덕천동,북구,부산광역시,21세기종합동물병원,없음,46577,"월~금 9:00~20:00, 토~일 9:00~18:00",35.21075927,모두 가능,변동,Y,Y,051-365-0075,Y,부산광역시 북구 덕천동 383-3,2025-03-24,반려동물업,반려의료,동물병원,정보없음,연중무휴,부산광역시_북구,ok
400-8 번,127.132838,동물약국,기린대로,전라북도 전주시 덕진구 기린대로 400-8,,Y,해당없음,제한사항 없음,720-35 번지,금암동,전주시 덕진구,전라북도,21세기종합약국,없음,54931,"월~금 09:00~19:00, 토 09:00~19:00",35.83802026,모두 가능,변동,Y,N,063-274-4949,N,전라북도 전주시 덕진구 금암동 720-35,2022-11-30,반려동물업,반려의료,동물약국,정보없음,"매주 일요일, 법정공휴일",전라북도_전주시 덕진구,ok
173 번,126.840751,동물약국,화곡로,서울특별시 강서구 화곡로 173,,Y,해당없음,제한사항 없음,1064-4 번지,화곡동,강서구,서울특별시,21C 세계로약국,없음,7702,"월~금 08:30~20:30, 토, 법정공휴일 08:30~20:00, 일 09:30~19:00",37.54204619,모두 가능,변동,Y,N,02-2607-0624,N,서울특별시 강서구 화곡동 1064-4,2022-11-30,반려동물업,반려의료,동물약국,정보없음,연중무휴,서울특별시_강서구,ok
9 번,127.118397,동물약국,청학로중앙길,경기도 남양주시 별내면 청학로중앙길 9,청학리,Y,해당없음,제한사항 없음,413 번지,별내면,남양주시,경기도,21c청학보건당,없음,12084,월~일 법정공휴일 09:00~22:00,37.7086949,모두 가능,변동,Y,N,031-821-1653,Y,경기도 남양주시 별내면 청학리 413,2022-11-30,반려동물업,반려의료,동물약국,정보없음,연중무휴,경기도_남양주시,ok
95 번,128.596901,동물약국,동성로2길,대구광역시 중구 동성로2길 95,,Y,해당없음,제한사항 없음,66-1 번지,성내1동,중구,대구광역시,228약국,없음,41938,"월~금 09:00~20:30, 토 09:00~17:00",35.87018992,모두 가능,변동,Y,N,053-422-2228,Y,대구광역시 중구 동성로2가 66-1,2022-11-30,반려동물업,반려의료,동물약국,정보없음,매주 일요일,대구광역시_중구,ok
2396 번,128.624455,동물약국,달구벌대로,대구광역시 수성구 달구벌대로 지하 2396,,Y,해당없음,제한사항 없음,835 번지,범어동,수성구,대구광역시,22세기 약국,없음,42117,"월~금 08:30~20:30, 토 09:00~19:00",35.85901475,모두 가능,변동,Y,N,053-741-6467,N,대구광역시 수성구 범어동 835,2022-11-30,반려동물업,반려의료,동물약국,정보없음,"매주 일요일, 법정공휴일",대구광역시_수성구,ok
2396 번,128.624455,동물약국,달구벌대로,대구광역시 수성구 달구벌대로 지하 2396,,Y,해당없음,제한사항 없음,835 번지,범어동,수성구,대구광역시,22세기 약국,없음,42117,"월~금 08:30~20:30, 토 09:00~19:00",35.85901475,모두 가능,변동,Y,N,053-741-6467,N,대구광역시 수성구 범어동 835,2022-11-30,반려동물업,반려의료,동물약국,정보없음,"매주 일요일, 법정공휴일",대구광역시_수성구,ok
222 번,127.508761,동물약국,팔마로,전라남도 순천시 팔마로 222,,Y,해당없음,제한사항 없음,300 번지,풍덕동,순천시,전라남도,22세기 약국,없음,57993,"월~금 08:00~20:00, 토 09:00~19:00",34.93990631,모두 가능,변동,Y,N,053-741-6467,N,전라남도 순천시 풍덕동 300,2022-11-30,반려동물업,반려의료,동물약국,정보없음,매주 일요일,전라남도_순천시,ok
222 번,127.508761,동물약국,팔마로,전라남도 순천시 팔마로 222,,Y,해당없음,제한사항 없음,300 번지,풍덕동,순천시,전라남도,22세기 약국,없음,57993,"월~금 08:00~20:00, 토 09:00~19:00",34.93990631,모두 가능,변동,Y,N,053-741-6467,N,전라남도 순천시 풍덕동 300,2022-11-30,반려동물업,반려의료,동물약국,정보없음,매주 일요일,전라남도_순천시,ok
72 번,126.820063,일반동물병원,마곡중앙1로,서울특별시 강서구 마곡중앙1로 72,,Y,해당없음,제한사항 없음,747 번지,마곡동,강서구,서울특별시,24시 강서 젠틀리동물의료센터,없음,7629,매일 00:00~24:00,37.55904001,모두 가능,변동,Y,Y,02-2662-8111,Y,서울특별시 강서구 마곡동 747,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/gentlelee2020,연중무휴,서울특별시_강서구,ok
287 번,126.679984,일반동물병원,인하로,인천광역시 미추홀구 인하로 287,,Y,해당없음,제한사항 없음,1464-22 번지,주안동,미추홀구,인천광역시,24시 건국 본 동물병원,없음,22227,매일 00:00~24:00,37.44824636,모두 가능,변동,Y,Y,032-864-0075,Y,인천광역시 미추홀구 주안동 1464-22,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/kvet95,연중무휴,인천광역시_미추홀구,ok
1861 번,126.956867,일반동물병원,남부순환로,서울특별시 관악구 남부순환로 1861,,Y,해당없음,제한사항 없음,1673-21 번지,봉천동,관악구,서울특별시,24시 굿케어동물의료센터,없음,8739,매일 00:00~24:00,37.48000009,모두 가능,변동,Y,Y,02-6956-2475,Y,서울특별시 관악구 봉천동 1673-21,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/goodcare24,연중무휴,서울특별시_관악구,ok
483 번,126.898256,일반동물병원,시흥대로,서울특별시 금천구 시흥대로 483,,Y,해당없음,제한사항 없음,145-13 번지,독산동,금천구,서울특별시,24시 글로리 동물병원,없음,8531,매일 00:00~24:00,37.47674386,모두 가능,변동,Y,Y,02-855-8575,Y,서울특별시 금천구 독산동 145-13,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/gloryamc,연중무휴,서울특별시_금천구,ok
100 번,126.983998,일반동물병원,천천로,경기도 수원시 장안구 천천로 100,,Y,해당없음,제한사항 없음,516 번지,천천동,수원시 장안구,경기도,24시 당신의 동물의료센터,없음,16326,매일 00:00~24:00,37.30062503,모두 가능,변동,Y,Y,031-268-6575,Y,경기도 수원시 장안구 천천동 516,2025-03-24,반려동물업,반려의료,동물병원,http://www.youramc.co.kr/,연중무휴,경기도_수원시 장안구,ok
47 번,128.625276,일반동물병원,동문천로,경상남도 거제시 동문천로 47,,Y,해당없음,제한사항 없음,203-1 번지,고현동,거제시,경상남도,24시 더나은 동물메디컬 센터,없음,53256,"월~토 10:00~21:00, 일 11:00~21:00",34.88298876,모두 가능,변동,Y,Y,055-716-1175,Y,경상남도 거제시 고현동 203-1,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/thenaeun75,연중무휴,경상남도_거제시,ok
27 번,126.647045,일반동물병원,청라커낼로260번길,인천광역시 서구 청라커낼로260번길 27,,Y,해당없음,제한사항 없음,157-21 번지,청라동,서구,인천광역시,24시 더블유 동물의료센터,없음,22762,매일 10:00~21:00,37.53238773,모두 가능,변동,Y,Y,032-565-8270,Y,인천광역시 서구 청라동 157-21,2025-03-24,반려동물업,반려의료,동물병원,https://www.instagram.com/24w_amc/,연중무휴,인천광역시_서구,ok
41 번,126.712012,일반동물병원,발산로,인천광역시 서구 발산로 41,,Y,해당없음,제한사항 없음,1043-9 번지,원당동,서구,인천광역시,24시 더원 동물병원,없음,22866,매일 00:00~24:00,37.59299096,모두 가능,변동,Y,Y,032-569-6677,Y,인천광역시 서구 원당동 1043-9,2025-03-24,반려동물업,반려의료,동물병원,http://www.bobospet.com/home/index.php,연중무휴,인천광역시_서구,ok
294 번,127.147316,일반동물병원,경춘로,경기도 구리시 경춘로 294,,Y,해당없음,제한사항 없음,561-2 번지,수택동,구리시,경기도,24시 더케어 동물의료센터,없음,11930,매일 00:00~24:00,37.60332974,모두 가능,변동,Y,Y,031-516-8585,Y,경기도 구리시 수택동 561-2,2025-03-24,반려동물업,반려의료,동물병원,http://thecare24.com/,연중무휴,경기도_구리시,ok
247 번,127.079577,일반동물병원,망우로,서울특별시 중랑구 망우로 247,,Y,해당없음,제한사항 없음,207 번지,중화동,중랑구,서울특별시,24시 동물응급의료센터,없음,2117,매일 00:00~24:00,37.59532179,모두 가능,변동,Y,Y,02-494-7582,Y,서울특별시 중랑구 중화동 207,2025-03-24,반려동물업,반려의료,동물병원,http://royalamc.com/,연중무휴,서울특별시_중랑구,ok
15 번,127.108433,"일반동물병원, 강아지용품, 24시간",동탄대로6길,경기도 화성시 동탄대로6길 15,,Y,해당없음,제한사항 없음,727-4 번지,산척동,화성시,경기도,24시 동탄 이음동물의료센터,없음,18501,매일 00:00~24:00,37.16873878,모두 가능,변동,Y,Y,031-831-3513,Y,경기도 화성시 산척동 727-4,2025-03-24,반려동물업,반려의료,동물병원,http://www.eumamc.com/,연중무휴,경기도_화성시,ok
20-24 번,127.114167,일반동물병원,비전5로,경기도 평택시 비전5로 20-24,,Y,해당없음,제한사항 없음,1103-1 번지,비전동,평택시,경기도,24시 라움동물의료센터,없음,17854,매일 00:00~24:00,36.99887465,모두 가능,변동,Y,Y,031-692-5022,Y,경기도 평택시 비전동 1103-1,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/dvmimk,연중무휴,경기도_평택시,ok
70 번,126.896113,일반동물병원,동송로,경기도 고양시 덕양구 동송로 70,,Y,해당없음,제한사항 없음,291 번지,삼송동,고양시 덕양구,경기도,24시 라인동물의료센터,없음,10591,매일 00:00~24:00,37.65267981,모두 가능,변동,Y,Y,02-381-2475,Y,경기도 고양시 덕양구 삼송동 291,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/24lineamc,연중무휴,경기도_고양시 덕양구,ok
194 번,129.080986,일반동물병원,충렬대로,부산광역시 동래구 충렬대로 194,,Y,해당없음,제한사항 없음,506-13 번지,명륜동,동래구,부산광역시,24시 리본동물의료센터,없음,47815,"월~금 09:30~19:00, 토 09:30~19:00",35.20291604,모두 가능,변동,Y,Y,051-711-0006,Y,부산광역시 동래구 명륜동 506-13,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/rebornamc,매주 일요일,부산광역시_동래구,ok
96 번,126.991039,"24시간, 무인, 반려동물용품",파장로,경기도 수원시 장안구 파장로 96,,Y,해당없음,제한사항 없음,572-56 번지,파장동,수원시 장안구,경기도,24시 멍냥마켓 파장점,없음,16349,매일 00:00~24:00,37.30752086,모두 가능,없음,Y,N,,Y,경기도 수원시 장안구 파장동 572-56,2022-11-30,반려동물업,반려동물 서비스,반려동물용품,정보없음,연중무휴,경기도_수원시 장안구,ok
775 번,126.847162,일반동물병원,남부순환로,서울특별시 구로구 남부순환로 775,,Y,해당없음,제한사항 없음,492 번지,개봉동,구로구,서울특별시,24시 명동물메디컬센터,없음,8236,매일 00:00~24:00,37.50156787,모두 가능,변동,Y,Y,02-2619-5102,Y,서울특별시 구로구 개봉동 492,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/petsong1472,연중무휴,서울특별시_구로구,ok
289 번,126.880189,일반동물병원,하안로,경기도 광명시 하안로 289,,Y,해당없음,제한사항 없음,51 번지,하안동,광명시,경기도,24시 모두의동물병원,없음,14305,매일 00:00~24:00,37.4616896,모두 가능,변동,Y,Y,02-6951-2475,Y,경기도 광명시 하안동 51,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/moduamc,연중무휴,경기도_광명시,ok
1448 번,127.273675,일반동물병원,경충대로,경기도 광주시 경충대로 1448,,Y,해당없음,제한사항 없음,168-2 번지,쌍령동,광주시,경기도,24시 모란동물 메디컬센터,없음,12791,매일 00:00~24:00,37.39940493,모두 가능,변동,Y,Y,031-765-1100,Y,경기도 광주시 쌍령동 168-2,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/kimsh8774,연중무휴,경기도_광주시,ok
689 번,127.043409,"강아지용품, 24시간, 무인",평화로,경기도 의정부시 평화로 689,,Y,해당없음,제한사항 없음,28-3 번지,가능동,의정부시,경기도,24시 무인 애완용품 펫싸롱 4호점,없음,11685,매일 00:00~24:00,37.75328223,모두 가능,없음,Y,N,031-848-2711,Y,경기도 의정부시 가능동 28-3,2022-11-30,반려동물업,반려동물 서비스,반려동물용품,정보없음,연중무휴,경기도_의정부시,ok
1187 번,127.035937,"강아지용품, 24시간, 무인",호국로,경기도 의정부시 호국로 1187-2,,Y,해당없음,제한사항 없음,732-10 번지,가능동,의정부시,경기도,24시 무인 애완용품 펫싸롱 의정부점,없음,11667,매일 00:00~24:00,37.74353429,모두 가능,없음,Y,N,031-855-2710,Y,경기도 의정부시 가능동 732-10,2022-11-30,반려동물업,반려동물 서비스,반려동물용품,정보없음,연중무휴,경기도_의정부시,ok
9 번,127.152921,일반동물병원,동백3로11번길,경기도 용인시 기흥구 동백3로11번길 9,,Y,해당없음,제한사항 없음,851-2 번지,중동,용인시 기흥구,경기도,24시 블레스동물메디컬센터,없음,17006,매일 00:00~24:00,37.26968181,모두 가능,변동,Y,Y,031-546-0942,Y,경기도 용인시 기흥구 중동 851-2,2025-03-24,반려동물업,반려의료,동물병원,http://blessamc.com/,연중무휴,경기도_용인시 기흥구,ok
36 번,126.876256,일반동물병원,대자로,광주광역시 북구 대자로 36,,Y,해당없음,제한사항 없음,439-1 번지,운암동,북구,광주광역시,24시 블루밍 동물병원,없음,61262,매일 08:00~24:00,35.17331179,모두 가능,변동,Y,Y,062-416-7975,Y,광주광역시 북구 운암동 439-1,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/bloomingah,연중무휴,광주광역시_북구,ok
124 번,127.079742,일반동물병원,수지로,경기도 용인시 수지구 수지로 124,,Y,해당없음,제한사항 없음,67-6 번지,성복동,용인시 수지구,경기도,24시 사람앤동물메디컬센터,없음,16858,매일 00:00~24:00,37.31268393,모두 가능,변동,Y,Y,031-262-0306,Y,경기도 용인시 수지구 성복동 67-6,2025-03-24,반려동물업,반려의료,동물병원,http://www.snamc.co.kr/,연중무휴,경기도_용인시 수지구,ok
7 번,126.956497,일반동물병원,마포대로16길,서울특별시 마포구 마포대로16길 7,,Y,해당없음,제한사항 없음,424-14 번지,아현동,마포구,서울특별시,24시 산들산들 동물병원,없음,4205,"월~금 10:00~24:00, 토~일 10:00~20:00",37.55097463,모두 가능,변동,Y,Y,02-393-3588,Y,서울특별시 마포구 아현동 424-14,2025-03-24,반려동물업,반려의료,동물병원,https://24sdsdah.modoo.at/,연중무휴,서울특별시_마포구,ok
237 번,126.853643,일반동물병원,중앙로,서울특별시 양천구 중앙로 237,,Y,해당없음,제한사항 없음,1182-11 번지,신정동,양천구,서울특별시,24시 서울 탑 동물병원,없음,8073,매일 09:00~21:00,37.51774297,모두 가능,변동,Y,Y,02-2601-8875,Y,서울특별시 양천구 신정동 1182-11,2025-03-24,반려동물업,반려의료,동물병원,https://blog.naver.com/animalhospital-,연중무휴,서울특별시_양천구,ok
