Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated,region_key,coord_status
24시핸즈동물의료센터,577000001020180002,5530000,영업/정상,정상,경기도,화성시,화성시,"경기도 화성시 동탄구 오산동  969-3 201,202호","경기도 화성시 동탄구 동탄대로 489, 201,202호 (오산동)",18478.0,37.19734629654997,127.09825951472476,031-8677-2115,2018-03-28,,2026-02-01,경기도_화성시,ok
24시동탄시티동물의료센터,577000001020180003,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  41-1 정일프라자,"경기도 화성시 동탄구 동탄지성로 126, 정일프라자 109호, 202호 (반송동)",18434.0,37.20935241694407,127.06181011851012,031-8003-7533,2018-08-22,,2026-02-01,경기도_화성시,ok
S동물의료센터,577000001020180007,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  41-6,"경기도 화성시 동탄구 동탄지성로 112, 1층 (반송동)",18434.0,37.20882653747182,127.0631646422277,031-8003-3232,2018-12-31,,2026-02-01,경기도_화성시,ok
아인스 동물병원,577000001020190003,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 목동  260,경기도 화성시 동탄구 왕배산3길 17 (목동),18490.0,37.19331,126.99159,031-8055-8565,2019-01-04,,2026-02-01,경기도_화성시,centroid_fallback
이로운 동물병원,577000001020190006,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 산척동  산 118,"경기도 화성시 동탄구 동탄순환대로 253, 203호 (산척동)",18501.0,37.19331,126.99159,031-8055-8075,2019-05-14,,2026-02-01,경기도_화성시,centroid_fallback
동탄24시동물의료센터,577000001020190010,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  90-9 동탄 플래티넘,"경기도 화성시 동탄구 동탄지성로 2, 206호 (반송동, 동탄 플래티넘)",18453.0,37.20498455506814,127.0739122083101,031-613-7579,2019-11-04,,2026-02-01,경기도_화성시,ok
리더스동물병원,577000001020200001,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 청계동  535-6,"경기도 화성시 동탄구 동탄대로시범길 148-22, 디스퀘어상가 203호 (청계동)",18476.0,37.20048551480664,127.11487594966518,031-372-7550,2020-01-12,,2026-02-01,경기도_화성시,ok
동탄호수동물병원,577000001020200002,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 산척동  728-3 동탄에스비타운 206호,"경기도 화성시 동탄구 동탄순환대로 127-19, 동탄에스비타운 206호 (산척동)",18505.0,37.16739962620338,127.10726463030504,031-376-7800,2020-04-14,,2026-02-01,경기도_화성시,ok
24시 이음동물의료센터,577000001020200003,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 산척동  727-4,"경기도 화성시 동탄구 동탄대로6길 15, 201~204호 (산척동)",18501.0,37.16873368494617,127.1084301741586,031-831-3513,2020-05-08,,2026-02-01,경기도_화성시,ok
뉴엘동물의료센터,577000001020210005,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 청계동  514-4,"경기도 화성시 동탄구 동탄대로시범길 261, 리더스프라자 1층 102,103,104호 (청계동)",18477.0,37.201732709990345,127.10224927821724,031-373-7588,2021-07-08,,2026-02-01,경기도_화성시,ok
도하동물병원,577000001020210006,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 오산동  1023 동탄역 헤리엇 112동 B1031호,"경기도 화성시 동탄구 동탄역로 54, 112동 B1031호 (오산동, 동탄역 헤리엇)",18481.0,37.19331,126.99159,,2021-10-27,,2026-02-01,경기도_화성시,centroid_fallback
쥬만지동물의료센터,577000001020220001,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 영천동  745-12,"경기도 화성시 동탄구 동탄치동천로3길 42, 1층 (영천동)",18474.0,37.2027250457349,127.12372641814063,031-374-0275,2022-01-12,,2026-02-01,경기도_화성시,ok
메디스동물병원,577000001020220002,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 장지동  971-1,"경기도 화성시 동탄구 동탄대로4길 39, 2층 204호 (장지동)",18506.0,37.16183631500088,127.11024352181668,,2022-02-11,,2026-02-01,경기도_화성시,ok
해나동물병원,577000001020230001,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 목동  496-2 102호,"경기도 화성시 동탄구 동탄신리천로 406, 리더스퀘어 102, 103호 (목동)",18490.0,37.19331,126.99159,031-378-7599,2023-02-16,,2026-02-01,경기도_화성시,centroid_fallback
이루동물병원,577000001020230003,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 송동  694 동탄린스트라우스더레이크 214호,"경기도 화성시 동탄구 동탄대로 181, 판매시설A동 214~216호 (송동, 동탄린스트라우스더레이크)",18497.0,37.19331,126.99159,031-378-7575,2023-05-03,,2026-02-01,경기도_화성시,centroid_fallback
여울동물병원,577000001020230004,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 오산동  973 동탄역 반도유보라 아이비파크 8.0 207동 E025호,"경기도 화성시 동탄구 동탄광역환승로 73, 207동 1층 E025호 (오산동, 동탄역 반도유보라 아이비파크 8.0)",18479.0,37.19331,126.99159,031-373-0575,2023-05-03,,2026-02-01,경기도_화성시,centroid_fallback
동탄원더스동물의료센터,577000001020240005,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 신동  561-1 힐스테이트 동탄포레 B111~B113호,"경기도 화성시 동탄구 동탄신리천로4길 47, B111~B113호 (신동, 힐스테이트 동탄포레)",18495.0,37.17514639966889,127.13560589852472,031-8019-8822,2024-12-30,,2026-02-01,경기도_화성시,ok
데이즈동물의료센터,577000001020240006,5530000,영업/정상,정상,경기도,화성시,화성시,"경기도 화성시 동탄구 오산동  1019 1023,1024호","경기도 화성시 동탄구 동탄대로 537, 1023,1024호 (오산동)",18478.0,37.19331,126.99159,,2024-12-30,,2026-02-01,경기도_화성시,centroid_fallback
이프동물의료센터,577000001020250001,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 송동  725-4 더샵 동탄센텀폴리스 1단지,"경기도 화성시 동탄구 동탄대로5길 15, 그랑파사쥬 3층 3030,3031,3032호 (송동)",18497.0,37.1670780285416,127.10615770796056,,2025-03-04,,2026-02-01,경기도_화성시,ok
오디세이 동물심장내과,577000001020250002,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 오산동  1089 동탄역 롯데캐슬,"경기도 화성시 동탄구 동탄역로 150, 에이동 201호 (오산동, 동탄역 롯데캐슬)",18478.0,37.19331,126.99159,031-378-7515,2025-03-12,,2026-02-01,경기도_화성시,centroid_fallback
솜길동물의료센터,577000001020250004,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 목동  487-8 우성스타파크 A 201호~204호,"경기도 화성시 동탄구 동탄순환대로20길 124, 우성스타파크 A 201,202,203,204호 (목동)",18484.0,37.19331,126.99159,,2025-07-11,,2026-02-01,경기도_화성시,centroid_fallback
플로동물병원,577000001020250008,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 청계동  536 동탄역시범반도유보라아이비파크4.0,"경기도 화성시 동탄구 동탄대로시범길 134, C동 43,44호 (청계동, 동탄역시범반도유보라아이비파크4.0)",18476.0,37.19331,126.99159,031-831-8119,2025-12-23,,2026-02-01,경기도_화성시,centroid_fallback
24시동탄리더스동물의료원,577000001020250009,5530000,영업/정상,정상,경기도,화성시,화성시,경기도 화성시 동탄구 오산동  1088-1 동탄역 푸르지오시티,"경기도 화성시 동탄구 동탄대로 551-16, 동탄역 푸르지오시티 B동 213-220호 (오산동)",18478.0,37.19331,126.99159,031-831-3655,2025-12-30,,2026-02-01,경기도_화성시,centroid_fallback
신장가축병원,554000001019980001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 도척면 진우리 381-1,경기도 광주시 도척면 도척로 376-64,12814.0,37.319113007428825,127.3340518026304,,1998-10-30,,2026-01-13,경기도_광주시,ok
금강동물병원,554000001020000001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 초월읍 신월리 442-1 호석빌딩,"경기도 광주시 초월읍 산수로 540, 호석빌딩 101호",12729.0,37.40879306807944,127.3077978422113,031-763-0170,2000-05-26,,2026-01-13,경기도_광주시,ok
협동동물병원,554000001020000002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 역동 22-26,경기도 광주시 중앙로 96 (역동),12758.0,37.40843930608352,127.25908485597049,031-761-2259,2000-05-13,,2026-01-13,경기도_광주시,ok
우정동물병원,554000001020020001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 곤지암읍 곤지암리 394,경기도 광주시 곤지암읍 대석동길 73,12801.0,37.39952,127.2764,,2002-01-18,,2026-01-13,경기도_광주시,centroid_fallback
분당에덴동물병원,554000001020030001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 능평동 175-9,경기도 광주시 능평로 168 (능평동),12773.0,37.39952,127.2764,,2003-07-09,,2026-01-13,경기도_광주시,centroid_fallback
푸른동물병원,554000001020030002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 중대동 17-10,경기도 광주시 고불로 54 (중대동),,37.39326836113312,127.23204359344348,,2003-07-24,,2026-01-13,경기도_광주시,ok
이솝동물병원,554000001020030005,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 초월읍 대쌍령리 185-1,경기도 광주시 초월읍 경충대로 1264,,37.38746832448805,127.28745192975668,031-768-8820,2003-09-29,,2026-01-13,경기도_광주시,ok
그랜드24시동물병원,554000001020050003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 123-7 3통,경기도 광주시 경안안길 5 (경안동),12755.0,37.414498289567135,127.25187515715233,,2005-02-15,,2026-01-13,경기도_광주시,ok
동현24시동물병원,554000001020100003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 송정동 64-29 1층,"경기도 광주시 경안천로 5 (송정동,1층)",,37.414170705702034,127.26083408620792,,2010-12-22,,2026-01-13,경기도_광주시,ok
24시 모란동물 메디컬센터,554000001020120001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 쌍령동 168-2,경기도 광주시 경충대로 1448 (쌍령동),12791.0,37.39935889897809,127.27369193125335,031-765-1100,2012-05-10,,2026-01-13,경기도_광주시,ok
나비누리 동물병원,554000001020130001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 역동 27-9,경기도 광주시 중앙로 69-4 (역동),12759.0,37.40639223612058,127.26080263591332,031-763-7583,2013-02-21,,2026-01-13,경기도_광주시,ok
곤지암행복동물병원,554000001020140001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 곤지암읍 6-1,경기도 광주시 곤지암읍 경충대로 702,12800.0,37.39952,127.2764,,2014-08-04,,2026-01-13,경기도_광주시,centroid_fallback
광주동물병원,554000001020140002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 양벌동 373-1,경기도 광주시 양벌동 양벌로 212,12795.0,37.39952,127.2764,,2014-09-29,,2026-01-13,경기도_광주시,centroid_fallback
영주동물병원,554000001020150001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 97-11,경기도 광주시 파발로151번길 4-2 (경안동),12755.0,37.41405799301166,127.25361622875124,,2015-09-08,,2026-01-13,경기도_광주시,ok
견우동물병원,554000001020160001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 태전동 261-14 101호,"경기도 광주시 태봉로 26, 101호 (태전동, 대한상가)",12785.0,37.3910218938988,127.2301293916652,,2016-03-30,,2026-01-13,경기도_광주시,ok
도그파파,554000001020160002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 곤지암읍 건업리 447-12,경기도 광주시 곤지암읍 광여로 779-2,12720.0,37.38214230305146,127.40503559498744,031-767-0175,2016-05-12,,2026-01-13,경기도_광주시,ok
곤지암동물병원,554000001020160003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 곤지암읍 곤지암리 453-7,경기도 광주시 곤지암읍 곤지암로 70-14,12804.0,37.350108721665805,127.33843330800406,031-769-5675,2016-07-28,,2026-01-15,경기도_광주시,ok
온바른동물의료센터,554000001020160004,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 446-19 남성빌딩,"경기도 광주시 파발로 107, 남성빌딩 (경안동)",12756.0,37.41346940557119,127.258817993474,031-762-8875,2016-09-12,,2026-01-13,경기도_광주시,ok
애플펫 동물병원,554000001020160005,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 신현동 709-10,경기도 광주시 신현동 태재로 21,12771.0,37.39952,127.2764,031-726-4800,2016-10-21,,2026-01-13,경기도_광주시,centroid_fallback
서울동물메디컬센터,554000001020180001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 신현동 674,"경기도 광주시 신현로 89, 1, 2층 (신현동)",12821.0,37.39952,127.2764,031-8022-7582,2018-01-15,,2026-01-23,경기도_광주시,centroid_fallback
송정동물의료센터,554000001020180002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 탄벌동 140 태경빌딩,"경기도 광주시 탄벌길 7, 태경빌딩 (탄벌동)",12747.0,37.39952,127.2764,031-767-7975,2018-02-28,,2026-01-13,경기도_광주시,centroid_fallback
알프스동물병원,554000001020180003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 중대동 28-187 107호,"경기도 광주시 고불로 32, 107호 (중대동)",12768.0,37.39380555257471,127.23392896207184,031-761-1600,2018-03-26,,2026-01-13,경기도_광주시,ok
한국영양전문동물병원,554000001020180004,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 목현동 249-15,"경기도 광주시 이배재로 356-1, C동 1층 1호 (목현동)",12765.0,37.43565949942178,127.22039503777992,031-761-7675,2018-05-11,,2026-01-13,경기도_광주시,ok
원동물병원,554000001020190001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 송정동 8-6,경기도 광주시 경안천로 131 (송정동),12740.0,37.41708029489236,127.27372827776992,031-797-5528,2019-01-02,,2026-01-13,경기도_광주시,ok
하하동물병원,554000001020190002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 태전동 162-5,"경기도 광주시 태전동로 25, 퍼스트타워 1층 104호 (태전동)",12787.0,37.38676494535604,127.23445329452386,031-766-3463,2019-01-08,,2026-01-13,경기도_광주시,ok
광주TNR동물병원(송정),554000001020190003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 송정동 6-16,경기도 광주시 경안천로 142(송정동),12740.0,37.41733424814736,127.27500640351774,031-798-7581,2019-10-30,,2026-01-13,경기도_광주시,ok
광주TNR동물병원(초월),554000001020190004,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 초월읍 지월리 713-2,경기도 광주시 초월읍 현산로385번길 74-12,12728.0,37.41590798393389,127.2762151429462,031-798-7581,2019-11-13,,2026-01-13,경기도_광주시,ok
모란동물병원,554000001020200001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 96-6,경기도 광주시 파발로 161-1 (경안동),12755.0,37.41430097965853,127.25275419945798,031-767-7588,2020-01-31,,2026-01-13,경기도_광주시,ok
새롬동물병원,554000001020200002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 퇴촌면 도수리 331-11,경기도 광주시 퇴촌면 천진암로 447-1,12711.0,37.4674522933476,127.3192665925034,,2020-04-14,,2026-01-13,경기도_광주시,ok
강남동물메디컬센터,554000001020210002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 퇴촌면 관음리 525-14,"경기도 광주시 퇴촌면 천진암로 553, 1층",12713.0,37.46175756815882,127.32821680109846,031-764-7555,2021-08-17,,2026-01-13,경기도_광주시,ok
진영동물병원,554000001020210003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 곤지암읍 곤지암리 93-1,"경기도 광주시 곤지암읍 광여로 91, 103호",12801.0,37.34974769627099,127.35575165973076,,2021-09-07,,2026-01-13,경기도_광주시,ok
시민동물병원,554000001020220001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 장지동 83-13,"경기도 광주시 순암로 54, 1층 2호 (장지동)",12777.0,37.39485447416349,127.24324014123408,,2022-01-14,,2026-01-13,경기도_광주시,ok
태전동물병원,554000001020230001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 고산동 370-1,"경기도 광주시 고산길62번길 49-7, 1층 (고산동)",12790.0,37.39952,127.2764,,2023-01-10,,2026-01-13,경기도_광주시,centroid_fallback
우리동물메디컬센터,554000001020240002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 447 경기광주역 금호리첸시아,"경기도 광주시 경안로41번길 6, D209, 210-2호 (경안동, 경기광주역 금호리첸시아)",12760.0,37.39952,127.2764,,2024-04-25,,2026-01-14,경기도_광주시,centroid_fallback
민트동물병원,554000001020240003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 초월읍 쌍동리 178-8,"경기도 광주시 초월읍 경충대로 1031, 102호",12736.0,37.37091780842901,127.3018728128656,,2024-10-23,,2026-01-13,경기도_광주시,ok
라엘동물병원,554000001020250001,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 태전동 84-33,"경기도 광주시 벼루개로 20, 1층 103호 (태전동)",12788.0,37.38250524059312,127.2303614720068,,2025-04-29,,2026-01-13,경기도_광주시,ok
엠(M)동물메디컬센터,554000001020250002,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 양벌동 274,경기도 광주시 양벌로 162 (양벌동),12796.0,37.39952,127.2764,,2025-08-21,,2026-01-13,경기도_광주시,centroid_fallback
레이어 동물메디컬 센터,554000001020250003,5540000,영업/정상,정상,경기도,광주시,광주시,경기도 광주시 경안동 15-1,경기도 광주시 광주대로 56 (경안동),12757.0,37.41163670331012,127.2607449539388,,2025-10-21,,2026-01-13,경기도_광주시,ok
우리동물병원,557000001020000001,5570000,영업/정상,정상,충청북도,증평군,증평군,충청북도 증평군 증평읍 신동리 111,충청북도 증평군 증평읍 중앙로 170-3,27937.0,36.77957,127.57477,,2000-11-02,,2025-12-15,충청북도_증평군,centroid_fallback
증평동물병원,557000001020010002,5570000,영업/정상,정상,충청북도,증평군,증평군,충청북도 증평군 증평읍 교동리 39,충청북도 증평군 증평읍 중앙로 230,27931.0,36.77957,127.57477,,2001-11-26,,2025-12-15,충청북도_증평군,centroid_fallback
우주동물병원,557000001020020002,5570000,영업/정상,정상,충청북도,증평군,증평군,충청북도 증평군 증평읍 창동리 791,충청북도 증평군 증평읍 창신로 45,27928.0,36.77957,127.57477,043-838-4275,2002-04-12,,2025-12-15,충청북도_증평군,centroid_fallback
하나동물병원,557000001020190001,5570000,영업/정상,정상,충청북도,증평군,증평군,충청북도 증평군 증평읍 증천리 585,"충청북도 증평군 증평읍 증평로 100, 1층",27934.0,36.77957,127.57477,,2019-11-08,,2025-12-15,충청북도_증평군,centroid_fallback
나봄동물병원,557000001020240001,5570000,영업/정상,정상,충청북도,증평군,증평군,충청북도 증평군 증평읍 초중리 8-1,충청북도 증평군 증평읍 삼보로 114-1,27938.0,36.78019239163545,127.57648289137208,,2024-08-28,,2025-12-15,충청북도_증평군,ok
노아동물병원,558000001020030001,5580000,영업/정상,정상,충청남도,계룡시,계룡시,충청남도 계룡시 엄사면 엄사리 243-1,"충청남도 계룡시 엄사면 번영로 56, 1층",32806.0,36.28909680601025,127.23910364164698,042-841-1175,2007-08-29,,2025-12-15,충청남도_계룡시,ok
신도안동물병원,558000001020040001,5580000,영업/정상,정상,충청남도,계룡시,계룡시,충청남도 계룡시 엄사면 엄사리 168-8,충청남도 계룡시 엄사면 전원로 8-1,32803.0,36.290512989471495,127.24163182860748,042-841-7533,2004-09-15,,2025-12-15,충청남도_계룡시,ok
충남동물병원,558000001020090001,5580000,영업/정상,정상,충청남도,계룡시,계룡시,충청남도 계룡시 엄사면 엄사리 184-4 지하 1층,"충청남도 계룡시 엄사면 엄사중앙로 93, 지하 1층",32805.0,36.289078601310926,127.24162555365244,,2009-12-09,,2025-12-15,충청남도_계룡시,ok
주동물병원,558000001020230001,5580000,영업/정상,정상,충청남도,계룡시,계룡시,충청남도 계룡시 금암동 72-4 반석빌딩,"충청남도 계룡시 계룡대로 245, 반석빌딩 1층 (금암동)",32827.0,36.26857977961929,127.2594454283121,042-551-0530,2023-05-10,,2025-12-15,충청남도_계룡시,ok
광적동물병원,559000001020030003,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 광적면 가납리 728-12 1통4반,경기도 양주시 광적면 가래비길 39,11419.0,37.822651840739,126.98641906634676,031-836-3507,2003-03-31,,2025-12-15,경기도_양주시,ok
백석동물병원,559000001020030005,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 백석읍 오산리 541-3,경기도 양주시 백석읍 꿈나무로 163,11509.0,37.79490452967976,126.98920021701012,031-879-7433,2003-03-31,,2025-12-15,경기도_양주시,ok
김동물병원,559000001020030007,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 광적면 석우리 417-5,경기도 양주시 광적면 광적로 119,11414.0,37.828960840195904,126.97961764417552,031-879-4650,2003-03-31,,2025-12-15,경기도_양주시,ok
로얄동물병원,559000001020030008,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 고암동 129-1,경기도 양주시 고암길 58 (고암동),11457.0,37.83165289147572,127.06930665200277,031-857-7570,2003-10-02,,2025-12-15,경기도_양주시,ok
의양동물병원,559000001020030011,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 은현면 선암리 318-1,"경기도 양주시 은현면 은현로 40, 1층",11427.0,37.87249445277772,127.02354068772873,,2003-03-31,,2025-12-15,경기도_양주시,ok
안민 동물병원,559000001020060001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 은현면 선암리 342-2,경기도 양주시 은현면 은현로 73-8,11427.0,37.87544051917882,127.02374422213974,031-859-0087,2006-06-02,,2025-12-15,경기도_양주시,ok
해맑은동물병원,559000001020090001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 광사동 654-3 더테라스 102호,"경기도 양주시 고읍남로 14, 더테라스 102호 (광사동)",11492.0,37.79517538448059,127.07963999408398,031-865-5700,2009-03-24,,2025-12-15,경기도_양주시,ok
반창꼬동물병원,559000001020100001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 옥정동 1049-1,"경기도 양주시 옥정로 151, 힐링프라자 3층 2호 (옥정동)",11479.0,37.81536631884406,127.09033890259536,031-858-2918,2010-01-21,,2025-12-15,경기도_양주시,ok
양주축협동물병원,559000001020120001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 고읍동 52-3,"경기도 양주시 고덕로355번길 28-37, 2층 (고읍동)",11480.0,37.80572774995883,127.08169521916972,031-863-2223,2012-02-08,,2025-12-15,경기도_양주시,ok
현대동물병원,559000001020130001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 남면 상수리 341-4,경기도 양주시 남면 화합로 585,11409.0,37.87190202847166,126.99433181120862,031-868-5061,2013-09-30,,2026-01-29,경기도_양주시,ok
덕정동물의료센터,559000001020140001,5590000,영업/정상,정상,경기도,양주시,양주시,"경기도 양주시 덕정동 208-9 덕정파크프라자 202, 203호","경기도 양주시 고암길 306-53, 덕정파크프라자 202, 203호 (덕정동)",11456.0,37.83671100338078,127.06800515153104,031-857-7551,2014-05-12,,2025-12-15,경기도_양주시,ok
양주동물병원,559000001020150001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 남면 상수리 165-7,경기도 양주시 남면 화합로 629-6,11426.0,37.87182472405654,127.00002001550334,,2015-12-11,,2025-12-15,경기도_양주시,ok
사단법인 한국동물구조관리협회 동물병원,559000001020170001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 남면 상수리 410-1,경기도 양주시 남면 감악산로 63-37,11409.0,37.8701296927566,126.98323963121844,031-867-9119,2017-01-03,,2025-12-15,경기도_양주시,ok
양주24시해든동물의료센터,559000001020170002,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 광사동 652-1 201호,"경기도 양주시 부흥로 1938, 201호 (광사동)",11492.0,37.79490078621778,127.07812559577891,031-848-9111,2017-07-25,,2025-12-15,경기도_양주시,ok
양주 온 동물병원,559000001020190002,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 옥정동 963-18,"경기도 양주시 회천남로 76, 한덕타워 2층 01호 (옥정동)",11473.0,37.81855752060247,127.0940465751034,031-868-0075,2019-12-31,,2025-12-15,경기도_양주시,ok
로뎀나무 동물의료센터,559000001020200001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 만송동 343-2,"경기도 양주시 고읍로 166, 1,2층 전부호 (만송동)",11494.0,37.791320917787786,127.08751903470817,031-847-7720,2020-04-03,,2025-12-15,경기도_양주시,ok
동산동물병원,559000001020200002,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 남면 상수리 165-14,경기도 양주시 남면 화합로 642,11426.0,37.87110082241774,127.00083021303703,,2020-05-21,,2025-12-15,경기도_양주시,ok
24시 양주 힐 동물의료센터,559000001020210001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 옥정동 1036-7,"경기도 양주시 옥정동로7길 30, 2층 1~3호 (옥정동)",11473.0,37.821238916773325,127.097494441677,031-859-8275,2021-03-18,,2025-12-15,경기도_양주시,ok
캐나다동물병원,559000001020220001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 남면 신산리 72-10,경기도 양주시 남면 감악산로244번길 33,11406.0,37.88862033534323,126.9789777997858,031-863-8370,2022-04-25,,2025-12-15,경기도_양주시,ok
늘봄 동물병원,559000001020230001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 옥정동 963-6 신운정튼튼프라자,"경기도 양주시 옥정로 218, 신운정튼튼프라자 2층 3-1호 (옥정동)",11473.0,37.8210162263244,127.09214082467284,,2023-06-20,,2025-12-15,경기도_양주시,ok
양주 센트럴 동물병원,559000001020230002,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 옥정동 963-9 선양프라자,"경기도 양주시 옥정로 208, 선양프라자 (옥정동)",11473.0,37.82020168703365,127.09215665621704,031-928-6569,2023-06-23,,2025-12-15,경기도_양주시,ok
씽씽 동물의료센터,559000001020240001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 덕계동 883-1,"경기도 양주시 회천중앙로 225, 2층 4,5호 (덕계동)",11444.0,37.81823856803573,127.051898527593,031-8088-7077,2024-06-14,,2025-12-15,경기도_양주시,ok
덕계 원 동물병원,559000001020240002,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 덕계동 928-7,"경기도 양주시 덕계로 132-12, 제이타워 2층 2호 (덕계동)",11444.0,37.81860768951363,127.05550711848048,031-928-4815,2024-06-20,,2025-12-15,경기도_양주시,ok
우신동물병원,559000001020240003,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 장흥면 교현리 237-1,경기도 양주시 장흥면 북한산로 924,11523.0,37.70429524369511,126.97090548200607,,2024-11-29,,2026-01-23,경기도_양주시,ok
우리동물병원,559000001020250001,5590000,영업/정상,정상,경기도,양주시,양주시,경기도 양주시 광적면 가납리 862-1,경기도 양주시 광적면 광적로16번길 27-24,11419.0,37.82230384162146,126.98463043319308,,2025-05-02,,2025-12-15,경기도_양주시,ok
