CareRegNo,CareNm,OrgNm,DivisionNm,SaveTrgtAnimal,CareTel,DataStdDt,DsignationDate,CareAddr,JibunAddr,lat,lon,WeekOprStime,WeekOprEtime,WeekCellStime,WeekCellEtime,WeekendOprStime,WeekendOprEtime,WeekendCellStime,WeekendCellEtime,CloseDay,VetPersonCnt,SpecsPersonCnt,MedicalCnt,BreedCnt,QuarantineCnt,FeedCnt,TransCarCnt,Sido,Sigungu,region_key,coord_status
327348201300001,대구수의사회(달성군),대구광역시 달성군,법인,개+고양이+기타,053-764-3708,2025-01-31,2013-02-01,대구광역시 북구 호국로 229 (서변동) , ,35.922276,128.59904,09:00,18:00,,,,,,,토요일+일요일,0,0,,,,,,대구광역시,북구,대구광역시_북구,ok
327343201500004,대구수의사회(아이펫),대구광역시 서구,법인,개+고양이,053-573-1175,2024-12-31,2018-12-27,대구광역시 서구 서대구로 64 (평리동) , ,35.863823,128.55655,09:00,19:00,,,,,,,일요일+공휴일,1,1,,,,,,대구광역시,서구,대구광역시_서구,ok
327343201900001,대구시수의사회(더펫),대구광역시 서구,법인,개+고양이,053-352-0622,2024-12-31,2018-12-27,대구광역시 서구 서대구로 361 (비산동) 2층, 2층,35.889072,128.56073,09:00,19:00,,,,,,,일요일+공휴일,1,1,,,,,,대구광역시,서구,대구광역시_서구,ok
327341201200004,대구시수의사회(동산),대구광역시 중구,법인,개+고양이+기타,053-254-3366,2025-01-03,2020-12-28,대구광역시 중구 남성로 서성로 34 (남성로) , ,35.867535,128.59044,10:00,19:00,,,,,,,일요일,1,0,1.0,1.0,1.0,1.0,1.0,대구광역시,중구,대구광역시_중구,ok
327341201200001,대구시수의사회(동인),대구광역시 중구,법인,개+고양이+기타,070-4466-1575,2025-01-14,2018-12-26,대구광역시 중구 동인동4가 국채보상로 724 , ,35.868385,128.60968,00:00,24:00,,,,,,,0,3,2,,,,,,대구광역시,중구,대구광역시_중구,ok
327343201500003,대구시수의사회(보경),대구광역시 서구,법인,개+고양이,053-559-9020,2024-12-31,2018-06-27,대구광역시 서구 달서로 165 (비산동) , ,35.87703,128.571,09:00,19:00,,,,,,,일요일+공휴일,1,1,,,,,,대구광역시,서구,대구광역시_서구,ok
327341201200002,대구시수의사회(삼덕),대구광역시 중구,법인,개+고양이+기타,053-426-1731,2025-01-03,2020-12-28,대구광역시 중구 삼덕동1가 달구벌대로 2145 , ,35.864857,128.59839,10:00,19:00,,,,,,,일요일,1,0,,,,,,대구광역시,중구,대구광역시_중구,ok
327343201500001,대구시수의사회(삼성),대구광역시 서구,법인,개+고양이,053-556-8575,2024-12-31,2018-12-27,대구광역시 서구 서대구로 24 (내당동) , ,35.859802,128.5572,09:00,19:00,,,,,,,일요일+공휴일,1,1,,,,,,대구광역시,서구,대구광역시_서구,ok
327343201500005,대구시수의사회(평리),대구광역시 서구,법인,개+고양이,053-552-0075,2024-12-31,2018-12-27,대구광역시 서구 서대구로 189 (평리동) 2층,대구광역시 서구 평리동 1492-30 2층,35.874947,128.55463,09:00,19:00,,,,,,,일요일+공휴일,1,1,,,,,,대구광역시,서구,대구광역시_서구,ok
327342201400001,대구유기동물보호센터,대구광역시 동구,법인,개+고양이+기타,053-964-6258,2024-12-27,2019-01-01,대구광역시 동구 금강로 151-13 (금강동) , ,35.863876,128.73596,00:00,24:00,,,,,,,0,1,1,,,,,,대구광역시,동구,대구광역시_동구,ok
327347201400001,대구유기동물보호협회,대구광역시 달서구,법인,개+고양이+기타,053-964-6258,2025-01-10,2019-01-01,대구광역시 동구 금강로 151-13 (금강동) , ,35.863876,128.73596,09:00,18:00,09:00,18:00,09:00,18:00,,,일요일+공휴일,1,3,,,,,,대구광역시,동구,대구광역시_동구,ok
327344201600001,대구유기동물보호협회,대구광역시 남구,법인,개+고양이+기타,053-964-6258,2024-12-31,2017-01-01,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 동구 금강동 1017 ,35.86364,128.73563,09:00,18:00,:,:,:,:,:,:,일요일+공휴일,1,2,,,,,1.0,대구광역시,동구,대구광역시_동구,ok
327345201400001,대구유기동물보호협회,대구광역시 북구,법인,개+고양이+기타,053-964-6258,2025-01-06,2015-01-01,대구광역시 동구 금강로 151-13 (금강동) , ,35.863876,128.73596,09:00,18:00,,,,,,,토요일+일요일+공휴일,1,3,,,,,2.0,대구광역시,동구,대구광역시_동구,ok
330368202000001,대전동물보호센터,대전광역시 대덕구,법인,개+고양이+기타,042-270-7239,2025-01-20,2011-01-01,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구 금고동 583 대전광역시 동물보호센터,36.458782,127.38283,10:00,18:00,13:00,16:00,10:00,18:00,13:00,16:00,0,2,9,1.0,8.0,3.0,1.0,,대전광역시,유성구,대전광역시_유성구,ok
330367200900001,대전동물보호센터,대전광역시 유성구,법인,개+고양이+기타,042-270-7239,2024-06-19,2011-01-01,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구 금고동 583 대전광역시 동물보호센터,36.458782,127.38283,10:00,18:00,13:00,16:00,10:00,18:00,13:00,16:00,0,2,9,1.0,8.0,3.0,1.0,,대전광역시,유성구,대전광역시_유성구,ok
330366202000001,대전동물보호센터,대전광역시 서구,법인,개+고양이+기타,042-270-7239,2024-06-19,2011-01-01,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구 금고동 583 대전광역시 동물보호센터,36.458782,127.38283,10:00,18:00,13:00,16:00,10:00,18:00,13:00,16:00,0,2,9,1.0,8.0,3.0,1.0,,대전광역시,유성구,대전광역시_유성구,ok
330365202000001,대전동물보호센터,대전광역시 중구,법인,개+고양이+기타,042-270-7239,2024-06-19,2011-01-01,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구 금고동 583 대전광역시 동물보호센터,36.458782,127.38283,10:00,18:00,13:00,16:00,10:00,18:00,13:00,16:00,0,2,9,1.0,8.0,3.0,1.0,,대전광역시,유성구,대전광역시_유성구,ok
330364202000001,대전동물보호센터,대전광역시 동구,법인,개+고양이+기타,042-270-7239,2024-06-19,2011-01-01,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구 금고동 583 대전광역시 동물보호센터,36.458782,127.38283,10:00,18:00,13:00,16:00,10:00,18:00,13:00,16:00,0,2,9,1.0,8.0,3.0,1.0,,대전광역시,유성구,대전광역시_유성구,ok
346482201400002,대한동물사랑협회,전라남도 순천시,단체,개+고양이,061-751-7565,2025-10-14,2024-01-01,전라남도 순천시 상사면 민속마을길 978 (상사면) .,전라남도 순천시 상사면 쌍지리 396-2 .,34.92693,127.409966,09:00,18:00,09:00,18:00,09:00,18:00,13:00,19:00,월요일,0,2,0.0,25.0,8.0,2.0,1.0,전라남도,순천시,전라남도_순천시,ok
345478202200001,더나은동물병원,전북특별자치도 고창군,동물병원,개+고양이,063-560-2629,2025-12-31,2022-01-27,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌리 562-2 ,35.402176,126.55647,09:00,18:00,,,,,,,토요일+일요일,1,1,,,,,,전라북도,고창군,전라북도_고창군,ok
345464202500001,데이지동물병원,전북특별자치도 전주시,동물병원,개+고양이+기타,063-225-7588,2026-01-13,2025-01-01,전북특별자치도 전주시 완산구 용리로 47 (효자동1가) 번지,전북특별자치도 전주시 완산구 효자동1가 669-6 번지,35.80771,127.11643,10:00,19:00,00:00,00:00,00:00,,00:00,,일요일,2,2,,,,,,전북특별자치도,전주시,전북특별자치도_전주시,ok
311305202100001,동대문구청,서울특별시 동대문구,법인,고양이+개,02-2127-4268,2026-02-20,2010-12-30,서울특별시 동대문구 천호대로 145 (용두동) ,서울특별시 동대문구 용두동 39-9 동대문구청 ,37.578915,127.0697,09:00,18:00,,,,,,,일요일,1,1,,,,,,서울특별시,동대문구,서울특별시_동대문구,ok
311314202600001,동물구조관리협회,서울특별시 양천구,법인,개+고양이+기타,031-867-9119,2026-01-02,2026-01-01,경기도 양주시 남면 감악산로 63-37  (사)한국동물구조관리협회,경기도 양주시 남면 상수리 410-1 (사)한국동물구조관리협회,37.87144,126.98339,09:00,17:00,,,,,,,공휴일+일요일,1,8,,,,,,경기도,양주시,경기도_양주시,ok
326329202600001,동물보호관리협회,부산광역시 부산진구,법인,개+고양이+기타,051-971-6208,2026-03-03,2026-01-08,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,부산광역시 강서구 봉림동 147-28 ,35.178925,128.89975,00:00,24:00,,,,,,,일요일,0,3,,,,,,부산광역시,강서구,부산광역시_강서구,ok
345464201100004,동부동물병원,전북특별자치도 전주시,동물병원,개+고양이+기타,063-231-2455,2026-01-13,2023-01-01,전라북도 전주시 완산구 경원동1가 3-10, 3-10,35.817005,127.14808,09:30,19:00,,,,,,,일요일+공휴일,1,2,,,,,1.0,전라북도,전주시,전라북도_전주시,ok
326335201700001,동부동물보호협회,부산광역시 금정구,동물병원,개+고양이+기타,051-701-7599,2025-12-31,2024-01-01,부산광역시 해운대구 송정2로13번길 46 (송정동) , ,35.19481,129.20631,00:00,24:00,,,,,,,0,2,0,3.0,9.0,1.0,1.0,3.0,부산광역시,해운대구,부산광역시_해운대구,ok
346483202600004,동산동물병원,전라남도 나주시,동물병원,고양이,061-335-9909,2026-03-09,2026-01-01,전라남도 나주시 상야4길 21 (빛가람동) 존프라자 117호,전라남도 나주시 빛가람동 205-1 존프라자 117호,35.022038,126.7921,09:30,18:30,,,,,,,일요일,1,1,,,,,,전라남도,나주시,전라남도_나주시,ok
327348201700001,동인동물병원,대구광역시 달성군,동물병원,개+고양이+기타,053-424-4258,2025-01-31,2017-02-01,대구광역시 중구 동인동4가 국채보상로 724 (동인동4가) 가창면 관할, 가창면 관할,35.868385,128.60968,09:30,19:00,09:30,19:00,09:30,18:00,09:30,18:00,일요일,2,2,3.0,3.0,1.0,1.0,1.0,대구광역시,중구,대구광역시_중구,ok
342421201000001,동해시동물보호센터,강원특별자치도 동해시,법인,개+고양이,033-539-8145,2026-01-12,2011-01-03,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",강원도 동해시 송정동 1708 ,37.485115,129.11897,09:00,17:00,09:20,16:40,,,,,연중무휴,0,3,,2.0,1.0,1.0,1.0,,동해시,_동해시,ok
327348202300001,동행동물병원,대구광역시 달성군,동물병원,개+고양이,053-636-8720,2025-01-31,2023-02-01,"대구광역시 달서구 진천로 117 (대천동) 117,118 호","대구광역시 달서구 대천동 511-3 월배이타운 117,118 호",35.818893,128.52124,10:00,22:00,,,,,,,일요일,1,1,1.0,1.0,1.0,1.0,1.0,대구광역시,달서구,대구광역시_달서구,ok
329359201700003,두손너에게,광주광역시 동구,개인,개+고양이+닭,,2025-04-07,2025-01-01,광주광역시 북구 지야길 2 (지야동) ,광주광역시 북구 지야동 182-11 ,35.229958,126.88529,00:00,24:00,,,,,,,토요일+일요일,0,4,,,,,,광주광역시,북구,광주광역시_북구,ok
311324201600002,둔촌동물병원,서울특별시 강동구,동물병원,개+고양이,02-474-5100,2025-12-31,2023-01-01,서울특별시 강동구 양재대로 1385 (성내동) 둔촌동물병원,서울특별시 강동구 성내동 415-1 둔촌동물병원,37.52993,127.13662,09:00,19:00,,,10:00,18:00,,,일요일,2,2,2.0,10.0,3.0,1.0,1.0,서울특별시,강동구,서울특별시_강동구,ok
311320202400001,디아크 동물종합병원,서울특별시 관악구,동물병원,개+고양이+기타,02-816-7582,2025-01-17,2024-12-12,서울특별시 동작구 장승배기로27길 18 (노량진동) 1층,서울특별시 동작구 노량진동 246-1 1층,37.511715,126.939026,09:00,18:00,,,,,,,토요일+일요일+공휴일,1,1,,,,,,서울특별시,동작구,서울특별시_동작구,ok
311319201200001,디아크동물종합병원,서울특별시 동작구,동물병원,개+고양이+기타,02-816-7582,2024-11-28,2021-01-01,서울특별시 동작구 장승배기로27길 18 (노량진동) , ,37.511715,126.939026,10:00,19:00,10:00,19:00,10:00,18:00,10:00,18:00,일요일+공휴일,1,1,1.0,2.0,1.0,1.0,1.0,서울특별시,동작구,서울특별시_동작구,ok
331370201600002,리틀쥬동물의료원,울산광역시 남구,동물병원,개+고양이,052-268-8884,2026-01-12,2020-01-09,울산광역시 남구 봉월로 104 (신정동) , ,35.541733,129.3063,10:00,17:00,,,,,,,토요일+일요일,2,3,,,,,,울산광역시,남구,울산광역시_남구,ok
345464201700001,링크늘푸른동물병원,전북특별자치도 전주시,동물병원,개+고양이+기타,063-281-0075,2026-01-13,2023-01-01,전라북도 전주시 완산구 서원로 225 (중화산동2가) ,전라북도 전주시 완산구 중화산동2가 528-5 ,35.81275,127.11926,09:30,23:00,,,,,,,일요일+공휴일,3,4,,,,,1.0,전라북도,전주시,전라북도_전주시,ok
348528201000001,마산유기동물보호소,경상남도 창원시 마산합포회원구,법인,개,055-225-5701,2024-10-17,2024-10-16,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 성산구 상복동 564-1 펫빌리지 동물보호센터,35.119423,128.46826,08:00,17:00,15:00,16:00,07:00,16:00,14:00,15:00,0,0,4,,,,,1.0,경상남도,창원시,경상남도_창원시,ok
311313202000003,마포구청,서울특별시 마포구,법인,개+고양이+토끼+기니피그+페럿+햄스터,02-3153-8542,2022-12-29,2020-01-01,"서울특별시 마포구 월드컵로 212 (성산동, 마포구청) 8층 경제진흥과",서울특별시 마포구 성산동 369-1 8층 경제진흥과,37.566326,126.90149,00:00,24:00,09:00,18:00,,,,,일요일,0,1,,,,,,서울특별시,마포구,서울특별시_마포구,ok
311313202600002,망원동물종합병원,서울특별시 마포구,동물병원,개+고양이,02-332-0175,2026-01-08,2026-01-01,서울특별시 마포구 월드컵로 65 (망원동) 1층,서울특별시 마포구 망원동 386-2 망원 양경회관 1층,37.554897,126.910835,10:00,19:00,,,,,,,수요일+일요일,1,0,,,,,,서울특별시,마포구,서울특별시_마포구,ok
311313202000002,망원동물종합병원,서울특별시 마포구,동물병원,개+고양이,02-332-0175,2026-01-08,2026-01-01,서울특별시 마포구 월드컵로 65 (망원동) 1층,서울특별시 마포구 망원동 386-2 망원 양경회관 1층,37.554897,126.910835,10:00,19:00,,,,,,,수요일+일요일,1,0,,,,,,서울특별시,마포구,서울특별시_마포구,ok
311313202600001,망원동물종합병원,서울특별시 마포구,동물병원,개+고양이,02-332-0175,2026-01-08,2026-01-01,서울특별시 마포구 월드컵로 65 (망원동) 1층,서울특별시 마포구 망원동 386-2 망원 양경회관 1층,37.554897,126.910835,10:00,19:00,,,,,,,수요일+일요일,1,0,,,,,,서울특별시,마포구,서울특별시_마포구,ok
327346202300001,멘토동물병원,대구광역시 수성구,동물병원,개+고양이,,2025-06-05,2023-03-01,대구광역시 수성구 용학로 294 (범물동) 2층,대구광역시 수성구 범물동 1271-2 2층,35.821556,128.64058,09:00,18:00,,,,,,,일요일,1,1,,,,,,대구광역시,수성구,대구광역시_수성구,ok
346480201000001,목포시유기동물보호소,전라남도 목포시,개인,개+고양이+기타,,2025-09-05,2017-06-26,전라남도 무안군 삼향읍 석매길 36  ,전라남도 무안군 삼향읍 왕산리 197 ,34.853508,126.43002,00:00,24:00,09:00,18:00,09:00,24:00,00:00,00:00,0,0,3,0.0,3.0,1.0,1.0,2.0,전라남도,무안군,전라남도_무안군,ok
346495202100001,무안군유기동물보호소,전라남도 무안군,법인,개+고양이+기타,061-450-4495,2026-01-08,2023-01-01,전라남도 무안군 무안읍 면주길 99  ,전라남도 무안군 무안읍 용월리 775-1 ,35.017838,126.47833,09:00,18:00,13:00,17:00,09:00,18:00,13:00,17:00,연중무휴,2,5,1.0,80.0,1.0,1.0,1.0,전라남도,무안군,전라남도_무안군,ok
345474200900001,무주군,전북특별자치도 무주군,법인,개,063-320-2819,2025-01-20,2009-01-01,전북특별자치도 무주군 적상면 구억로 110-27  ,전북특별자치도 무주군 적상면 사천리 862 ,35.951366,127.65804,09:00,18:00,,,,,,,토요일+일요일,1,1,,6.0,6.0,3.0,1.0,전북특별자치도,무주군,전북특별자치도_무주군,ok
348536201800001,밀양시 동물보호센터,경상남도 밀양시,법인,개+고양이,070-4113-7288,2025-09-26,2024-05-13,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) , ,35.407684,128.87978,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,일요일,1,5,0.0,4.0,1.0,1.0,0.0,경상남도,밀양시,경상남도_밀양시,ok
345464201100001,박영재동물병원,전북특별자치도 전주시,동물병원,개+고양이+기타,063-284-7774,2026-01-13,2023-01-01,전라북도 전주시 완산구 전주천서로 111 (서서학동) , ,35.810097,127.14921,09:30,19:30,,,,,,,일요일+공휴일,3,8,,,,,0.0,전라북도,전주시,전라북도_전주시,ok
311313201000006,박창석동물병원,서울특별시 마포구,동물병원,개+고양이+토끼+페럿+햄스터+기니피그,02-6405-7582,2026-01-08,2020-01-01,서울특별시 마포구 도화길 42 (도화동) ,서울특별시 마포구 도화동 182-6 ,37.54151,126.95035,09:00,19:00,10:00,18:00,09:00,16:00,10:00,15:00,일요일+공휴일,1,0,1.0,1.0,1.0,1.0,,서울특별시,마포구,서울특별시_마포구,ok
343571201600001,반려동물보호센터,충청북도 청주시,법인,개+고양이+기타,043-201-2298,2025-09-05,2019-07-01,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,충청북도 청주시 흥덕구 강내면 태성리 477 청주시 반려동물 보호센터,36.590233,127.36544,09:00,18:00,13:00,16:00,09:00,18:00,13:00,16:00,일요일,2,8,1.0,14.0,1.0,1.0,1.0,충청북도,청주시,충청북도_청주시,ok
346481200900001,반려동물보호센터,전라남도 여수시,법인,개+다친고양이,061-659-2474,2025-12-31,2013-11-01,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,전라남도 여수시 평여동 578 반려동물보호센터 반려동물보호센터,34.787575,127.66304,09:00,17:00,09:00,17:00,,,,,토요일+일요일+공휴일,0,2,,,,,1.0,전라남도,여수시,전라남도_여수시,ok
328357200900001,베스트동물병원,인천광역시 강화군,동물병원,개+고양이+염소+기타축종,032-934-9340,2026-01-05,2026-01-01,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ", ,37.73969,126.50546,10:00,20:00,,,,,,,일요일,1,1,1.0,1.0,1.0,1.0,,인천광역시,강화군,인천광역시_강화군,ok
328353202600002,보람동물병원,인천광역시 남동구,동물병원,개+고양이+기타,032-429-1673,2026-01-22,2026-01-01,인천광역시 남동구 문화서로3번길 7 (구월동) ,인천광역시 남동구 구월동 1394-9 ,37.44597,126.694855,10:00,18:00,10:00,18:00,10:00,14:00,,,일요일,1,1,1.0,5.0,1.0,1.0,,인천광역시,남동구,인천광역시_남동구,ok
344451202200002,보령길고양이보호협회,충청남도 보령시,단체,고양이,,2026-01-06,2022-02-08,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,충청남도 보령시 대천동 288-36 상가동 201호,36.345833,126.5914,09:00,18:00,,,,,,,1,0,2,,,,,,충청남도,보령시,충청남도_보령시,ok
344451201300001,보령시유기동물보호소,충청남도 보령시,개인,개+고양이+기타,,2026-01-08,2012-01-01,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,충청남도 보령시 대천동 1387 보령시시설관리공단 내 좌측 생태공원2,36.332573,126.58826,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,일요일,0,1,0.0,4.0,1.0,1.0,1.0,충청남도,보령시,충청남도_보령시,ok
346489202000001,보성유기동물보호센터,전라남도 보성군,법인,개,061-853-5405,2024-01-23,2020-09-01,전라남도 보성군 노동면 노동천동길 221  ,전라남도 보성군 노동면 신천리 71-4 ,34.82986,127.06673,09:00,18:00,,,,,,,일요일,1,2,1.0,6.0,1.0,1.0,,전라남도,보성군,전라남도_보성군,ok
347524201400001,봉화군유기동물보호소,경상북도 봉화군,법인,개,054-679-6868,2025-10-01,2017-01-01,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터, 봉화군농업기술센터,36.90376,128.77213,09:00,18:00,09:00,18:00,,,,,토요일+일요일+공휴일,1,1,,6.0,,1.0,1.0,경상북도,봉화군,경상북도_봉화군,ok
326336202500001,부산동물보호센터,부산광역시 강서구,단체,개+고양이+기타,051-832-7119,2025-12-31,2025-12-31,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.150818,128.93903,13:00,16:00,,,,,,,토요일+일요일,1,1,,,,,,부산광역시,강서구,부산광역시_강서구,ok
326339202600001,부산동물보호센터,부산광역시 사상구,법인,개+고양이+기타,051-832-7119,2026-01-03,2026-01-01,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.151443,128.93962,00:00,24:00,,,,,,,0,1,2,,,,,,부산광역시,강서구,부산광역시_강서구,ok
326328202400002,부산동물보호센터,부산광역시 영도구,단체,개+고양이+기타,051-832-7119,2026-01-20,2026-01-01,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.151443,128.93964,09:00,16:00,13:00,16:00,09:00,13:00,,,일요일,1,1,1.0,8.0,2.0,2.0,3.0,부산광역시,강서구,부산광역시_강서구,ok
326334202600001,부산동물보호센터,부산광역시 사하구,법인,개+고양이+기타,051-832-7119,2026-02-24,2025-12-31,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.1775,128.91702,00:00,24:00,,,,,,,일요일,1,2,,,,,,부산광역시,강서구,부산광역시_강서구,ok
326326201000001,부산동물보호센터,부산광역시 서구,단체,개+고양이+기타,051-832-7119,2026-02-04,2018-01-01,부산광역시 강서구 맥도강변길 752-15 (대저2동) , ,35.151443,128.93964,09:00,18:00,13:00,16:00,09:00,14:00,10:00,13:00,0,1,2,1.0,7.0,2.0,1.0,2.0,부산광역시,강서구,부산광역시_강서구,ok
326332201000001,부산동물보호센터,부산광역시 북구,법인,개+새끼고양이+다친고양이+기타,051-832-7119,2024-12-31,2019-01-01,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.151443,128.93962,09:00,18:00,13:00,16:00,09:00,14:00,10:00,14:00,0,1,2,1.0,7.0,2.0,1.0,2.0,부산광역시,강서구,부산광역시_강서구,ok
326325201300001,부산동물보호센터,부산광역시 중구,단체,개+고양이+기타,051-832-7119,2025-02-27,2023-01-01,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구 대저2동 4708-5 ,35.151443,128.93964,09:00,18:00,13:00,16:00,09:30,13:00,10:00,13:00,0,1,2,1.0,7.0,2.0,1.0,2.0,부산광역시,강서구,부산광역시_강서구,ok
345479202100001,부안군 동물보호센터,전북특별자치도 부안군,단체,개+고양이,063-580-4445,2025-09-25,2021-11-16,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군 주산면 덕림리 250-1 부안군 동물보호센터,35.665768,126.735825,09:00,18:00,,,,,,,일요일,3,0,,,,,,전북특별자치도,부안군,전북특별자치도_부안군,ok
341386201500001,부천시수의사회,경기도 부천시,단체,개,032-323-4999,2025-10-24,2021-01-01,"경기도 부천시 원미구 중동로 244 (중동, 상록센트럴타워) 109호 110호 정샘동물병원(중동)",경기도 부천시 원미구 중동 1152 상록센트럴타워 109호 110호 정샘동물병원(중동),37.488747,126.76579,10:00,18:00,,,,,,,0,1,1,,,,,,경기도,부천시,경기도_부천시,ok
326340201100001,사단법인 동부,부산광역시 기장군,법인,개+고양이+기타,051-701-7599,2026-02-23,2018-01-01,부산광역시 해운대구 송정2로13번길 46 (송정동) , ,35.19481,129.20631,09:00,18:00,14:00,16:00,10:00,14:00,10:00,13:00,일요일,2,5,3.0,15.0,3.0,1.0,3.0,부산광역시,해운대구,부산광역시_해운대구,ok
331372202500002,사단법인 포유,울산광역시 북구,법인,개+고양이,,,2025-10-21,울산광역시 중구 젊음의거리 31 (성남동) 2~3층,울산광역시 중구 성남동 219-112 2~3층,35.553715,129.31839,17:00,20:00,,,,,,,월요일,0,3,,,,,,울산광역시,중구,울산광역시_중구,ok
331370200900001,사랑동물병원,울산광역시 남구,동물병원,개+고양이,052-273-0075,2026-01-12,2020-01-09,울산광역시 남구 중앙로 165-1 (신정동) , ,35.53583,129.31349,10:00,17:00,,,,,,,토요일+일요일,1,3,1.0,1.0,1.0,1.0,,울산광역시,남구,울산광역시_남구,ok
345464202400001,사랑플러스동물병원,전북특별자치도 전주시,동물병원,개+고양이+기타,063-211-0600,2026-01-13,2023-12-29,전북특별자치도 전주시 덕진구 쪽구름2길 8 (여의동2가) 1층,전북특별자치도 전주시 덕진구 여의동2가 684-27 1층,35.873573,127.07605,09:30,19:00,,,,,,,일요일,1,1,,,,,,전북특별자치도,전주시,전북특별자치도_전주시,ok
348534202000001,사천시 동물보호센터,경상남도 사천시,법인,개+고양이,055-831-3768,2024-11-27,2020-12-21,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 신복리 500 사천시농업기술센터 사천시유기동물보호소,35.037525,128.0673,09:00,18:00,09:00,17:00,,,,,토요일+일요일+공휴일,1,4,,,,,,경상남도,사천시,경상남도_사천시,ok
348545201100002,산청동물보호센터,경상남도 산청군,단체,개,,2025-09-25,2011-03-23,경상남도 산청군 산청읍 친환경로 2783-25 (산청읍) ,경상남도 산청군 산청읍 모고리 1349 ,35.426395,127.88127,09:00,18:00,09:00,18:00,,,,,토요일+일요일+공휴일,2,1,1.0,3.0,2.0,,,경상남도,산청군,경상남도_산청군,ok
331371202400001,산타클라라동물병원,울산광역시 동구,동물병원,개+고양이,052-244-4296,2025-09-16,2025-01-01,울산광역시 중구 다운로 1 (다운동) 대왕빌딩 1층,울산광역시 중구 다운동 552-2 대왕빌딩 1층,35.555798,129.27538,10:00,17:00,,,10:00,13:00,,,일요일,1,1,,,,,,울산광역시,중구,울산광역시_중구,ok
331370202500001,산타클라라동물병원,울산광역시 남구,동물병원,개+고양이,052-244-4296,,2025-01-01,울산광역시 중구 다운로 1 (다운동) 대왕빌딩 1층,울산광역시 중구 다운동 552-2 대왕빌딩 1층,35.555798,129.27538,10:00,17:00,,,,,,,0,1,1,,,,,,울산광역시,중구,울산광역시_중구,ok
331372202500001,산타클라라동물병원,울산광역시 북구,동물병원,개+고양이+기타,052-244-4296,,2025-01-01,울산광역시 중구 다운로 1 (다운동) 대왕빌딩 1층,울산광역시 중구 다운동 552-2 대왕빌딩 1층,35.555798,129.27538,00:00,24:00,,,,,,,일요일,2,2,,,,,,울산광역시,중구,울산광역시_중구,ok
331369201900001,산타클라라동물병원,울산광역시 중구,동물병원,개+고양이,052-244-4296,2026-01-13,2022-01-12,울산광역시 중구 다운로 1 (다운동) , ,35.555817,129.27536,10:00,17:00,,,,,,,일요일,1,1,,,,,,울산광역시,중구,울산광역시_중구,ok
328354201700003,삼산종합동물병원,인천광역시 부평구,동물병원,개+고양이+기타동물,032-330-0075,2026-02-03,2026-02-03,인천광역시 부평구 체육관로 40 (삼산동) ,인천광역시 부평구 삼산동 459-5 신영프라자 ,37.50824,126.73617,10:00,19:00,,,,,,,토요일+공휴일,1,1,,,,,,인천광역시,부평구,인천광역시_부평구,ok
342424201300001,삼척시동물보호센터,강원특별자치도 삼척시,법인,개+고양이,033-571-2610,2024-12-24,2019-10-11,강원도 삼척시 미로면 동안로 86-45  ,강원도 삼척시 미로면 사둔리 115 ,37.428772,129.11024,09:00,18:00,09:00,18:00,,,,,토요일+일요일+공휴일,1,3,1.0,19.0,1.0,1.0,1.0,,삼척시,_삼척시,ok
