Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated,region_key,coord_status
야옹아 놀자,571000004820180009,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 강서동 **-* 강서성모의원,"충청북도 청주시 흥덕구 가로수로****번길 *-*, 강서성모의원 (강서동)",28376.0,36.62644281766533,127.42673093830012,043-900-1138,2018-05-15,,2026-01-14,충청북도_청주시,ok
꽃강아지,571000004820180014,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 가경동 **** 미전빌딩,"충청북도 청주시 흥덕구 서부로 ****, 미전빌딩 ***호 (가경동)",28413.0,36.64783,127.46349,043-232-0778,2018-06-04,,2026-01-14,충청북도_청주시,centroid_fallback
도그웨이 청주점,571000004820180015,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 수곡동 ***,"충청북도 청주시 서원구 수곡로**번길 **-*, *층 (수곡동)",28688.0,36.64783,127.46349,043-716-1798,2018-06-04,,2026-01-14,충청북도_청주시,centroid_fallback
깨둥이네,571000004820180024,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 남이면 대련리 ***-*,충청북도 청주시 서원구 남이면 대림로 ***-**,28180.0,36.58216695317602,127.4405575920144,,2018-07-14,,2026-01-14,충청북도_청주시,ok
마이프렌즈,571000004820180027,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 우암동 ***-* 성림네트웩,"충청북도 청주시 청원구 직지대로 ***, 성림네트웩 *층 (우암동)",28484.0,36.64725427886364,127.48232554322632,,2018-07-24,,2026-01-14,충청북도_청주시,ok
청주유기동물입양지원센터 개가 꿈꾸는 세상,571000004820180042,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 산남동 ***,"충청북도 청주시 서원구 두꺼비로**번길 **, *층 (산남동)",28630.0,36.64783,127.46349,043-288-7515,2018-09-07,,2026-01-14,충청북도_청주시,centroid_fallback
(주)야옹아멍멍해봐펫 분평점,571000004820180048,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 분평동 ***-*,충청북도 청주시 서원구 *순환로 **** (분평동),28701.0,36.6084120476846,127.48047543633083,,2018-09-19,,2026-01-14,충청북도_청주시,ok
(주)야옹아멍멍해봐펫,571000004820180049,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 ****,충청북도 청주시 청원구 *순환로 *** (율량동),28320.0,36.64783,127.46349,,2018-09-19,,2026-01-14,충청북도_청주시,centroid_fallback
돌봄,571000004820180050,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 오창읍 양청리 ***-*,"충청북도 청주시 청원구 오창읍 오창공원로 **-*, *층",28115.0,36.71578988323484,127.422154065716,,2018-09-19,,2026-01-14,충청북도_청주시,ok
나라애견본점,571000004820180054,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 사직동 ***-**,충청북도 청주시 서원구 사직대로 *** (사직동),28651.0,36.63528817280337,127.47573688885,043-262-0884,2018-09-19,,2026-01-14,충청북도_청주시,ok
A tail,571000004820180057,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 분평동 *** ***호,"충청북도 청주시 서원구 *순환로****번길 *, *층 ***호 (분평동)",28804.0,36.64783,127.46349,,2018-09-29,,2026-01-14,충청북도_청주시,centroid_fallback
알콩달콩 애견미용실,571000004820180062,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 금천동 ***-**,충청북도 청주시 상당구 쇠내로 ** (금천동),28726.0,36.62497008145529,127.50030678807909,043-295-6737,2018-10-18,,2026-01-14,충청북도_청주시,ok
퍼피프렌즈,571000004820180067,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 가덕면 노동리 ***-*,충청북도 청주시 상당구 가덕면 노동두산길 **-**,28191.0,36.552566532713655,127.52569802785672,043-291-9966,2018-10-22,,2026-01-14,충청북도_청주시,ok
토리,571000004820180070,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 운천동 ***,"충청북도 청주시 흥덕구 직지대로 ***, 지하층 (운천동)",28471.0,36.64783,127.46349,,2018-10-24,,2026-01-14,충청북도_청주시,centroid_fallback
애견호텔1번가,571000004820180071,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 비하동 *** **통*반,충청북도 청주시 흥덕구 가로수로 **** (비하동),28367.0,36.64783,127.46349,043-231-0028,2018-10-30,,2026-01-14,충청북도_청주시,centroid_fallback
봄놀다,571000004820190006,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용담동 *** *층 ***호,"충청북도 청주시 상당구 산성로**번길 **, *층 ***호 (용담동)",28744.0,36.64783,127.46349,,2019-01-30,,2026-01-14,충청북도_청주시,centroid_fallback
펫클라우드,571000004820190007,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 복대동 ***-**,충청북도 청주시 흥덕구 가로수로 ****-* (복대동),28597.0,36.63282457012573,127.44213977519878,043-236-0101,2019-02-19,,2026-01-14,충청북도_청주시,ok
고쳐줄개,571000004820190009,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 남이면 외천리 **-*,충청북도 청주시 서원구 남이면 남이외천*길 **-**,28185.0,36.55631357175631,127.4333845353712,043-263-4688,2019-02-21,,2026-01-14,충청북도_청주시,ok
몽이네 맡겨보시개,571000004820190014,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 오창읍 양청리 ***-* 비전프라자 ***호,"충청북도 청주시 청원구 오창읍 중심상업로 **, 비전프라자 ***호",28120.0,36.71287982938875,127.42920859250616,,2019-03-11,,2026-01-14,충청북도_청주시,ok
개와고양이,571000004820190019,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 사직동 ***-*,충청북도 청주시 서원구 호국로 ** (사직동),28651.0,36.63541157973639,127.47644468055044,043-262-8114,2019-03-27,,2026-01-14,충청북도_청주시,ok
청주고양이입양지원센터 애니멀공화국,571000004820190027,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 운천동 ****,"충청북도 청주시 흥덕구 직지대로***번길 *, *층 (운천동)",28470.0,36.64783,127.46349,,2019-04-29,,2026-01-14,충청북도_청주시,centroid_fallback
네로,571000004820190033,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 가경동 **** 가로수마을선광로즈웰아파트,"충청북도 청주시 흥덕구 서현중로 **, 상가동동 ***호 (가경동, 가로수마을선광로즈웰아파트)",28379.0,36.64783,127.46349,070-8864-5959,2019-06-25,,2026-01-14,충청북도_청주시,centroid_fallback
펫돌봄(돌봄컴퍼니),571000004820190034,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 **** *층,"충청북도 청주시 청원구 율량로***번길 **-*, *층 (율량동)",28320.0,36.64783,127.46349,043-212-7516,2019-07-02,,2026-01-14,충청북도_청주시,centroid_fallback
개스트하우스,571000004820190045,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 송절동 *** ***호,"충청북도 청주시 흥덕구 송화로 ***, ***호 (송절동)",28292.0,36.64783,127.46349,043-900-0733,2019-09-09,,2026-01-14,충청북도_청주시,centroid_fallback
헤어볼하우스,571000004820190046,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용암동 ****,"충청북도 청주시 상당구 중흥로 ***, *층 (용암동)",28767.0,36.64783,127.46349,,2019-09-09,,2026-01-14,충청북도_청주시,centroid_fallback
야옹아 멍멍해봐,571000004820190052,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 비하동 ***-**,충청북도 청주시 흥덕구 *순환로 **** (비하동),28361.0,36.64006884714873,127.4219573765039,,2019-10-28,,2026-01-14,충청북도_청주시,ok
블링블링펫미용,571000004820200001,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 ***,충청북도 청주시 청원구 율봉로 *** (율량동),28332.0,36.64783,127.46349,043-211-6881,2020-01-02,,2026-01-14,충청북도_청주시,centroid_fallback
바둑이연구소,571000004820200003,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 금천동 ***-**,충청북도 청주시 상당구 수영로***번길 ** (금천동),28732.0,36.62641488951277,127.50508006453344,043-256-8556,2020-01-03,,2026-01-14,충청북도_청주시,ok
그루밍공화국,571000004820200005,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 산남동 ***,충청북도 청주시 서원구 두꺼비로**번길 ** (산남동),28630.0,36.64783,127.46349,,2020-01-03,,2026-01-14,충청북도_청주시,centroid_fallback
호텔멍,571000004820200014,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 가경동 ***-**,충청북도 청주시 흥덕구 *순환로****번길 * (가경동),28382.0,36.61774367354735,127.43592767073486,,2020-02-20,,2026-01-14,충청북도_청주시,ok
이츠펫,571000004820200016,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 옥산면 남촌리 ***-**,충청북도 청주시 흥덕구 옥산면 남촌길 *-**,28112.0,36.69502205748672,127.4200074677766,043-212-0049,2020-02-24,,2026-01-14,충청북도_청주시,ok
어테일(ATail),571000004820200017,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 강서동 ***-* *층,"충청북도 청주시 흥덕구 서부로 ****-*, *층 (강서동)",28381.0,36.61035245030811,127.42305936002955,,2020-03-09,,2026-01-14,충청북도_청주시,ok
발라당눕스,571000004820200021,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 문의면 남계리 ***,충청북도 청주시 상당구 문의면 덕유남계로 ***,28207.0,36.64783,127.46349,043-222-0406,2020-03-19,,2026-01-14,충청북도_청주시,centroid_fallback
왈왈애견,571000004820200024,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 내덕동 **-**,충청북도 청주시 청원구 안덕벌로 *** (내덕동),28496.0,36.65710230771277,127.50057428134905,043-716-1207,2020-04-10,,2026-01-14,충청북도_청주시,ok
멍뭉미,571000004820200034,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 송절동 ***,"충청북도 청주시 흥덕구 송화로***번길 **, ***호 (송절동)",28292.0,36.64783,127.46349,043-272-5650,2020-06-05,,2026-01-14,충청북도_청주시,centroid_fallback
이운영펫하우스,571000004820200036,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 모충동 *** 두산한솔아파트,"충청북도 청주시 서원구 모충로***번길 **, 상가동 지하층 ***,***호 (모충동, 두산한솔아파트)",28671.0,36.64783,127.46349,043-271-0025,2020-06-17,,2026-01-14,충청북도_청주시,centroid_fallback
더멍멍컴퍼니,571000004820200037,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 장성동 **,충청북도 청주시 서원구 궁뜰로***번길 ** (장성동),28803.0,36.64783,127.46349,,2020-06-22,,2026-01-14,충청북도_청주시,centroid_fallback
디어독,571000004820200039,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용암동 ****,"충청북도 청주시 상당구 무농정로 ***-**, *층 (용암동)",28779.0,36.64783,127.46349,,2020-06-29,,2026-01-14,충청북도_청주시,centroid_fallback
어벤독스,571000004820200041,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 주중동 ****,충청북도 청주시 청원구 주성로***번길 *-** (주중동),28325.0,36.64783,127.46349,043-287-0928,2020-07-13,,2026-01-14,충청북도_청주시,centroid_fallback
몽글몽글,571000004820200048,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 남일면 효촌리 **-*,충청북도 청주시 상당구 남일면 효덕길 **-*,28187.0,36.58266279439128,127.51098879524076,043-288-0329,2020-08-25,,2026-01-14,충청북도_청주시,ok
"미유펫강아지고양이청주점(미용,위탁관리)",571000004820200054,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 수곡동 **-* 김명수내과의원,"충청북도 청주시 서원구 구룡산로 ***, 김명수내과의원 (수곡동)",28708.0,36.61810853489829,127.48714002753232,,2020-09-09,,2026-01-14,충청북도_청주시,ok
진주 2024,571000004820200057,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 ****,"충청북도 청주시 청원구 율량로***번길 **, *층 (율량동)",28320.0,36.64783,127.46349,,2020-09-29,,2026-01-14,충청북도_청주시,centroid_fallback
댕댕이연구소,571000004820200069,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 ****,충청북도 청주시 청원구 충청대로 ** (율량동),28334.0,36.64783,127.46349,043-212-8264,2020-12-22,,2026-01-14,충청북도_청주시,centroid_fallback
유자네 댕댕이,571000004820210003,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 오송읍 연제리 *** ***호,"충청북도 청주시 흥덕구 오송읍 오송생명*로 ***, ***호",28165.0,36.64783,127.46349,,2021-02-24,,2026-01-14,충청북도_청주시,centroid_fallback
앨리스캣(Alice CAT),571000004820210005,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 봉명동 **** ***호,"충청북도 청주시 흥덕구 과상미로*번길 **, ***호 (봉명동)",28452.0,36.64783,127.46349,,2021-03-04,,2026-01-14,충청북도_청주시,centroid_fallback
돌봄 애견,571000004820210006,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 오창읍 양청리 ***-*,충청북도 청주시 청원구 오창읍 오창공원로 **-*,28115.0,36.71578988323484,127.422154065716,043-214-7515,2021-03-15,,2026-01-14,충청북도_청주시,ok
시리우스,571000004820210007,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 현도면 우록리 ***,충청북도 청주시 서원구 현도면 우록*길 **-*,28214.0,36.64783,127.46349,,2021-03-19,,2026-01-14,충청북도_청주시,centroid_fallback
딩동댕,571000004820210009,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 남이면 가마리 ***-*,충청북도 청주시 서원구 남이면 *순환로 ****-**,28632.0,36.59974262076682,127.46672516207076,043-292-0225,2021-04-16,,2026-01-14,충청북도_청주시,ok
핫 독(HOT DOG),571000004820210012,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 수곡동 *** 김이비인후과,"충청북도 청주시 서원구 구룡산로 ***, 김이비인후과 (수곡동)",28688.0,36.64783,127.46349,043-291-6565,2021-04-26,,2026-01-14,충청북도_청주시,centroid_fallback
프리펫시티,571000004820210018,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 복대동 ***-* 프리펫시티,"충청북도 청주시 흥덕구 사직대로 **, 프리펫시티 *층 (복대동)",28641.0,36.63431719941665,127.45481499377652,043-262-9096,2021-05-20,,2026-01-14,충청북도_청주시,ok
고쳐줄개,571000004820210019,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 옥산면 국사리 ***,충청북도 청주시 흥덕구 옥산면 옥산산단*로 **-*,28111.0,36.64783,127.46349,,2021-05-31,,2026-01-14,충청북도_청주시,centroid_fallback
뽀삐뽀삐,571000004820210022,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 가경동 ****,"충청북도 청주시 흥덕구 풍산로 **-*, *층 (가경동)",28395.0,36.64783,127.46349,,2021-06-16,,2026-01-14,충청북도_청주시,centroid_fallback
심쿵펫,571000004820210023,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 *** ***호,"충청북도 청주시 청원구 율봉로 ***, ***호 (율량동)",28326.0,36.64783,127.46349,,2021-06-18,,2026-01-14,충청북도_청주시,centroid_fallback
멍삼이네,571000004820210030,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용암동 ****,"충청북도 청주시 상당구 용암북로***번길 **-*, *층 (용암동)",28763.0,36.64783,127.46349,,2021-08-18,,2026-01-14,충청북도_청주시,centroid_fallback
멍이와 쿤이,571000004820210032,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 북문로*가 **,"충청북도 청주시 상당구 상당로**번길 *-*, *층 (북문로*가)",28526.0,36.64783,127.46349,,2021-09-03,,2026-01-14,충청북도_청주시,centroid_fallback
멍이맘&대디,571000004820210042,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 복대동 **-* ***호,"충청북도 청주시 흥덕구 가로수로****번길 *, ***호 (복대동)",28598.0,36.63222814651192,127.43887374517676,,2021-10-15,,2026-01-14,충청북도_청주시,ok
플란다스의 개,571000004820210047,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 방서동 **,충청북도 청주시 상당구 동남로 **(방서동),28785.0,36.64783,127.46349,,2021-10-28,,2026-01-14,충청북도_청주시,centroid_fallback
폴앤도기,571000004820210055,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 향정동 ***,충청북도 청주시 흥덕구 신성로 *-**(향정동),28356.0,36.64783,127.46349,,2021-12-13,,2026-01-14,충청북도_청주시,centroid_fallback
청주강아지분양 고양이분양 도그마루,571000004820210058,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 개신동 ***-*,"충청북도 청주시 서원구 모충로 **, ***~***호 (개신동)",28668.0,36.62566763933894,127.4691826162367,,2021-12-13,,2026-01-14,충청북도_청주시,ok
미용해·독,571000004820220004,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 성화동 ***,"충청북도 청주시 서원구 신화로 **, *층 (성화동)",28636.0,36.64783,127.46349,043-233-4898,2022-06-13,,2026-01-14,충청북도_청주시,centroid_fallback
서촌동 댕번지,571000004820220006,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 서촌동 ***-*,충청북도 청주시 흥덕구 서촌로 **-*(서촌동),28358.0,36.65288362026707,127.39705456716752,,2022-07-21,,2026-01-14,충청북도_청주시,ok
아지양이 펫샵,571000004820220007,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 복대동 **** 준경빌라,"충청북도 청주시 흥덕구 증안로**번길 **-*, 준경빌라 *층 (복대동)",28416.0,36.64783,127.46349,,2022-07-21,,2026-01-14,충청북도_청주시,centroid_fallback
퍼피스테이,571000004820220008,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 비하동 ***-*,충청북도 청주시 흥덕구 *순환로 ****(비하동),28361.0,36.64181780492174,127.42204424242126,043-232-0008,2022-07-28,,2026-01-14,충청북도_청주시,ok
고양이샵,571000004820220009,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 남주동 ***,"충청북도 청주시 상당구 성안로**번길 **, *층 (남주동)",28533.0,36.64783,127.46349,,2022-08-01,,2026-01-14,충청북도_청주시,centroid_fallback
미스터브리더,571000004820220010,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 남이면 척산리 ***,충청북도 청주시 서원구 남이면 청남로 ****-**,28182.0,36.64783,127.46349,,2022-08-03,,2026-01-14,충청북도_청주시,centroid_fallback
벨루스독,571000004820220013,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 수곡동 ***,"충청북도 청주시 서원구 매봉로 **, *층 (수곡동)",28694.0,36.64783,127.46349,,2022-08-19,,2026-01-14,충청북도_청주시,centroid_fallback
멍세권,571000004820220014,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 운동동 **-**,"충청북도 청주시 상당구 목련로 ***, *층 (운동동)",28758.0,36.60711704002522,127.52878345932506,,2022-10-24,,2026-01-14,충청북도_청주시,ok
38.5DOG,571000004820220015,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 남일면 가산리 ***-*,충청북도 청주시 상당구 남일면 미천고은로 ***,28186.0,36.55791796421372,127.50539738605084,,2022-11-02,,2026-01-14,충청북도_청주시,ok
프리독 아카데미,571000004820220017,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 내수읍 묵방리 ***-*,충청북도 청주시 청원구 내수읍 묵방*길 **,28154.0,36.69315227364454,127.5258323405501,,2022-11-24,,2026-01-14,충청북도_청주시,ok
바우보우(BAWBOW),571000004820220018,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 내수읍 마산리 **-*,"충청북도 청주시 청원구 내수읍 충청대로 ***, *층",28145.0,36.72077305101365,127.54052186891188,,2022-12-09,,2026-01-14,충청북도_청주시,ok
도그투게더(Dog together),571000004820220019,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 장암동 ***-**,충청북도 청주시 서원구 가장로***번길 ***-*(장암동),28805.0,36.58498122817964,127.48602964459316,,2022-12-19,,2026-01-14,충청북도_청주시,ok
뛰댕길겨 미용할겨,571000004820230002,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 봉명동 ****-*,"충청북도 청주시 흥덕구 *순환로 ***, *층 (봉명동)",28451.0,36.64489955982814,127.46338255531244,,2023-01-25,,2026-01-14,충청북도_청주시,ok
개프탑라운지,571000004820230003,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 수동 ***-**,"충청북도 청주시 상당구 수암로 **-**, *층 (수동)",28507.0,36.64326561141603,127.49528021968528,,2023-01-31,,2026-01-14,충청북도_청주시,ok
다올 그루밍,571000004820230004,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 성화동 *** 태극빌딩 ***호,"충청북도 청주시 서원구 신화로 **, 태극빌딩 ***호 (성화동)",28636.0,36.64783,127.46349,043-234-6966,2023-03-28,,2026-01-14,충청북도_청주시,centroid_fallback
FrienDog,571000004820230005,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용정동 ****-*,"충청북도 청주시 상당구 영운천로***번길 **, *층 (용정동)",28749.0,36.62771869661192,127.51682813001356,,2023-04-14,,2026-01-14,충청북도_청주시,ok
수려하개,571000004820230007,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용정동 ***,"충청북도 청주시 상당구 영운천로 ***, *층 (용정동)",28750.0,36.64783,127.46349,,2023-04-25,,2026-01-14,충청북도_청주시,centroid_fallback
멍멍회관 펫살롱,571000004820230008,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 내수읍 마산리 ***-*,"충청북도 청주시 청원구 내수읍 청암로 **, *층",28145.0,36.72383386526579,127.53667110165652,,2023-05-19,,2026-01-14,충청북도_청주시,ok
어쩔댕댕,571000004820230009,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 운천동 ****,충청북도 청주시 흥덕구 사운로 *** (운천동),28470.0,36.64783,127.46349,,2023-05-19,,2026-01-14,충청북도_청주시,centroid_fallback
멍멍하개,571000004820230010,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 복대동 **** 정한빌딩,"충청북도 청주시 흥덕구 증안로**번길 **, 정한빌딩 (복대동)",28416.0,36.64783,127.46349,,2023-05-24,,2026-01-14,충청북도_청주시,centroid_fallback
도그지음,571000004820230012,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 오송읍 봉산리 ****,"충청북도 청주시 흥덕구 오송읍 오송생명*로 ***, *층",28222.0,36.64783,127.46349,,2023-05-30,,2026-01-14,충청북도_청주시,centroid_fallback
눈이부시개PET,571000004820230013,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 흥덕구 강내면 월곡리 ***-**,"충청북도 청주시 흥덕구 강내면 탑연월곡길 **-**, *층",28171.0,36.6189070714923,127.36382848624578,,2023-07-03,,2026-01-14,충청북도_청주시,ok
예뻐져라DOG,571000004820230014,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 모충동 ***,"충청북도 청주시 서원구 무심서로***번길 *-*, ***호 (모충동)",28673.0,36.64783,127.46349,,2023-07-19,,2026-01-14,충청북도_청주시,centroid_fallback
굿댕,571000004820230015,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 영운동 **-**,"충청북도 청주시 상당구 영운천로 **, *층 (영운동)",28742.0,36.61733895108214,127.50249029257044,,2023-08-02,,2026-01-14,충청북도_청주시,ok
츄르한입,571000004820230017,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 금천동 ***-*,"충청북도 청주시 상당구 중고개로***번길 **, ***호 (금천동)",28727.0,36.628488745074,127.50464916973716,,2023-11-02,,2026-01-14,충청북도_청주시,ok
다온 입양센터 청주점 강아지분양 고양이분양,571000004820230019,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 사천동 ***-*,"충청북도 청주시 청원구 주성로 **-*, 주*동 (사천동)",28341.0,36.66529563382162,127.47223230015048,,2023-11-13,,2026-01-14,충청북도_청주시,ok
동네고양이,571000004820230020,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 주성동 ***-*,"충청북도 청주시 청원구 충청대로***번길 **, A동 (주성동)",28309.0,36.6784586136541,127.49956692744078,,2023-11-21,,2026-01-14,충청북도_청주시,ok
멍데이즈,571000004820230021,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 율량동 ****-*,"충청북도 청주시 청원구 율천북로 ***, *층 ***호 (율량동)",28334.0,36.66533042989327,127.49071500563372,,2023-11-27,,2026-03-07,충청북도_청주시,ok
멍샤워,571000004820230022,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 용암동 ****,"충청북도 청주시 상당구 중고개로***번길 **-**, *층 ***호 (용암동)",28808.0,36.64783,127.46349,,2023-12-05,,2026-01-14,충청북도_청주시,centroid_fallback
댕청댕청,571000004820240001,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 청원구 사천동 ***,"충청북도 청주시 청원구 사천로**번길 *-**, *층 (사천동)",28353.0,36.64783,127.46349,,2024-01-02,,2026-01-14,충청북도_청주시,centroid_fallback
나드리독,571000004820240002,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 상당구 수동 ***-**,"충청북도 청주시 상당구 대성로 ***-*, *층 (수동)",28511.0,36.63977562914007,127.49221877719025,,2024-02-22,,2026-01-14,충청북도_청주시,ok
호텔멍,571000004820240003,5710000,,영업/정상 / 정상,충청북도,청주시,청주시,충청북도 청주시 서원구 남이면 가마리 ***,"충청북도 청주시 서원구 남이면 가마길 **-*, *층",28219.0,36.64783,127.46349,,2024-02-28,,2026-01-14,충청북도_청주시,centroid_fallback
