Name,Facility_ID,RightNumber,Category,BusinessStatus,DetailedBusinessStatus,BusinessStatusCode,DetailedStatusCode,LocationArea,RoadAddress,PostalCode,LotAddress,LotPostalCode,lat,lon,PhoneNumber,LicenseDate,LicenseWithdrawalDate,ReopeningDate,ClosingDate,TempClosingStart,TempClosingEnd,DataUpdateType,LastUpdated,LastModificationTime,Sido,Sigungu,region_key,coord_status
댕스널컬러,577000004920250008,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄순환대로 **, 지웰*빌딩 ***호 (장지동)",18498.0,경기도 화성시 동탄구 장지동  ***-*,,37.16451777143779,127.09462851540562,,2025-03-19,,,,,,I,2026-02-01,2025-03-19,경기도,화성시,경기도_화성시,ok
금동살롱,577000004920250010,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄대로*길 **, 대방 엘리움 레이크파크 *층 ***호 (송동)",18497.0,경기도 화성시 동탄구 송동  ***-* 대방 엘리움 레이크파크,,37.1661208856988,127.10438846301552,,2025-03-27,,,,,,I,2026-02-01,2025-03-27,경기도,화성시,경기도_화성시,ok
동탄호수 동물병원,577000004920250011,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄순환대로 ***-**, 동탄에스비타운 ***호 (산척동)",18505.0,경기도 화성시 동탄구 산척동  ***-* 동탄에스비타운,,37.16739962620338,127.10726463030504,031-376-7800,2025-04-02,,,,,,I,2026-02-01,2025-04-02,경기도,화성시,경기도_화성시,ok
멍주르,577000004920250013,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄공원로*길 **-**, ***호 (반송동)",18435.0,경기도 화성시 동탄구 반송동  **-*,,37.20761933522797,127.06235474920224,,2025-04-11,,,,,,I,2026-02-01,2025-04-11,경기도,화성시,경기도_화성시,ok
아지묭실,577000004920250014,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄감배산로 ***, ***동 *층 ***호 (오산동, 동탄역 유림노르웨이숲)",18479.0,경기도 화성시 동탄구 오산동  *** 동탄역 유림노르웨이숲,,37.19331,126.99159,,2025-05-12,,,,,,I,2026-02-01,2025-05-12,경기도,화성시,경기도_화성시,centroid_fallback
오도르봉,577000004920250015,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄시범한빛길 **, *층 ***호 (반송동)",18434.0,경기도 화성시 동탄구 반송동  **-*,,37.20860972885739,127.06665038159598,,2025-05-12,,,,,,I,2026-02-01,2025-05-12,경기도,화성시,경기도_화성시,ok
달곰이네,577000004920250018,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄영천로 ***, 이든앤스페이스 B***호 (영천동)",18467.0,경기도 화성시 동탄구 영천동  ***-*,,37.19331,126.99159,,2025-06-11,,,,,,I,2026-02-01,2025-06-11,경기도,화성시,경기도_화성시,centroid_fallback
동탄강아지분양 슈앤몽 본점,577000004920250020,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄순환대로**길 *-**, ***호호 (산척동)",18502.0,경기도 화성시 동탄구 산척동  ***-*,,37.19331,126.99159,,2025-07-10,,,,,,I,2026-02-01,2025-07-10,경기도,화성시,경기도_화성시,centroid_fallback
봉글몽글,577000004920250023,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄대로*길 **, 상가동 ***호 (장지동, 금호어울림레이크)",18506.0,경기도 화성시 동탄구 장지동  *** 금호어울림레이크,,37.19331,126.99159,,2025-08-13,,,,,,I,2026-02-01,2025-08-13,경기도,화성시,경기도_화성시,centroid_fallback
쏠티그루밍,577000004920250024,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄감배산로 ***, ***동 *층 ***호 (오산동, 동탄역 유림노르웨이숲)",18479.0,경기도 화성시 동탄구 오산동  *** 동탄역 유림노르웨이숲,,37.19331,126.99159,,2025-08-19,,,,,,I,2026-02-01,2025-08-19,경기도,화성시,경기도_화성시,centroid_fallback
댕댕즈,577000004920250025,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄반석로 ***, 동탄 스카이뷰 빌딩 ***호 (반송동)",18455.0,경기도 화성시 동탄구 반송동  ***-* 동탄 스카이뷰 빌딩,,37.20170053934404,127.07119594157942,,2025-08-21,,,,,,I,2026-02-01,2025-08-28,경기도,화성시,경기도_화성시,ok
냉큼오레오,577000004920250026,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄공원로*길 **-**, ***호 (반송동)",18436.0,경기도 화성시 동탄구 반송동  **-*,,37.20296588097448,127.0609810767509,,2025-10-20,,,,,,I,2026-02-01,2025-10-20,경기도,화성시,경기도_화성시,ok
로얄 동물,559000004920180014,000,5590000,영업/정상,정상,1,0,0.0,경기도 양주시 고암길 ** (고암동),11457.0,경기도 양주시 고암동 ***-*,,37.83165289147572,127.06930665200277,031-857-7570,2018-07-02,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
부르주화 펫,559000004920180015,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 고읍로 ***-**, 상가동동 ***호 (광사동, 해동마을유승한내들)",11492.0,경기도 양주시 광사동 *** 해동마을유승한내들 상가동동 ***호,,37.82147,127.06009,,2018-07-02,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
덕정 동물의료센터,559000004920180016,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 고암길 ***-**, 덕정파크프라자 *층 *, *호 (덕정동)",11456.0,경기도 양주시 덕정동 ***-* 덕정파크프라자,,37.83671100338078,127.06800515153104,,2018-07-05,,,,,,I,2026-03-10,2022-12-06,경기도,양주시,경기도_양주시,ok
몽블링,559000004920180021,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 평화로****번길 **, 이레빌 *층 *호 (덕계동)",11444.0,경기도 양주시 덕계동 ***-**,,37.82086924918643,127.0496787190619,,2018-08-20,,,,,,I,2026-03-10,2022-09-23,경기도,양주시,경기도_양주시,ok
빠빠독,559000004920180029,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 평화로****번길 **, *층 (덕계동)",11443.0,경기도 양주시 덕계동 ***-**,,37.81985194265422,127.04626851120813,,2018-09-27,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
애견마을,559000004920180048,000,5590000,영업/정상,정상,1,0,0.0,경기도 양주시 백석읍 양주산성로***번길 *,11512.0,경기도 양주시 백석읍 복지리 ***,,37.82147,127.06009,031-836-7850,2018-11-01,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
예쁜강쥐,559000004920180054,000,5590000,영업/정상,정상,1,0,0.0,경기도 양주시 광적면 가래비길 **,11419.0,경기도 양주시 광적면 가납리 ***-**,,37.82388252289023,126.9850080417533,031-837-0711,2018-11-19,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
행복 애견방,559000004920180055,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 고암길 **, 한성빌딩 ***호 (고암동)",11457.0,경기도 양주시 고암동 ***-*,,37.83165274117346,127.06956734772044,,2018-11-19,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
까까멍,559000004920190004,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 고덕로 ***-**, *층 ***호 (고읍동, 고읍IPARK아파트)",11481.0,경기도 양주시 고읍동 ** 고읍IPARK아파트,,37.82147,127.06009,031-845-2777,2019-02-27,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
우리집 개구쟁이,559000004920190009,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 백석읍 꿈나무로 ***, 동화은하수*단지옥시죤아파트 상가동동 *층 ***호",11514.0,경기도 양주시 백석읍 복지리 *** 동화은하수*단지옥시죤아파트,,37.82147,127.06009,,2019-04-18,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
뷰티펫#,559000004920190011,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정동로*아길 **, 주신빌 ***호 (옥정동)",11476.0,경기도 양주시 옥정동 ****-*,,37.817208305615885,127.09591229054578,,2019-05-03,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
퍼피 인 어스,559000004920190014,000,5590000,영업/정상,정상,1,0,0.0,경기도 양주시 화합로****번길 **-* (덕정동),11449.0,경기도 양주시 덕정동 ***-*,,37.84699429871358,127.0639916456001,031-864-5777,2019-05-09,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
닥터펫,559000004920200001,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 광적면 부흥로 ***, 좌측두번째호",11416.0,경기도 양주시 광적면 가납리 ***-*,,37.81087532595485,126.99298666613224,,2020-01-10,,,,,,I,2026-03-10,2025-08-04,경기도,양주시,경기도_양주시,ok
양주 온 동물병원,559000004920200003,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 회천남로 **, 한덕타워 *층 ***호 (옥정동)",11473.0,경기도 양주시 옥정동 ***-** 한덕타워 ***호,,37.81855752060247,127.0940465751034,031-868-0075,2020-02-05,,,,,,I,2026-03-10,2022-12-23,경기도,양주시,경기도_양주시,ok
DOG 깨비,559000004920200004,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정동로*길 **, *층 ***호 (옥정동)",11476.0,경기도 양주시 옥정동 ****-* ***호,,37.81649315929123,127.09749577840677,031-824-1999,2020-02-05,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
디어포우,559000004920200010,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 덕계로 ***-**, 센트럴휴티스 *층 **호 (덕계동)",11444.0,경기도 양주시 덕계동 ***-*,,37.81935718322816,127.0558181318974,,2020-04-03,,,,,,I,2026-03-10,2024-05-14,경기도,양주시,경기도_양주시,ok
개두방정,559000004920200014,000,5590000,영업/정상,정상,1,0,0.0,경기도 양주시 고덕로 *** (고읍동),11459.0,경기도 양주시 고읍동 ***-*,,37.80369590803564,127.06470394907696,,2020-05-20,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
하이테디,559000004920200015,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 율정로 ***-**, *층 (율정동)",11475.0,경기도 양주시 율정동 ***-*,,37.827658921655136,127.10251460430752,,2020-05-20,,,,,,I,2026-03-10,2024-03-06,경기도,양주시,경기도_양주시,ok
꼼지락,559000004920200016,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 고암길 **, 성광프라자 ***호 (고암동)",11457.0,경기도 양주시 고암동 *** ***호,,37.82147,127.06009,,2020-06-22,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
루리힐,559000004920200022,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정동로*길 **, 파크프라자 ***호 (옥정동)",11473.0,경기도 양주시 옥정동 ****-* 파크프라자 ***호,,37.821210136232445,127.09679491559857,,2020-09-28,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
제이멍,559000004920200024,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정서로 ***, 상가동 ***호 (옥정동, 양주옥정*단지)",11469.0,경기도 양주시 옥정동 *** 양주옥정*단지 상가동 ***호,,37.82147,127.06009,,2020-10-23,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,centroid_fallback
댕댕월드,559000004920210002,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정동로*나길 **, 폴리프라자* ***호 (옥정동)",11473.0,경기도 양주시 옥정동 ***-* 폴리프라자* ***호,,37.82019910316172,127.09338965611128,,2021-02-08,,,,,,I,2026-03-10,2025-06-30,경기도,양주시,경기도_양주시,ok
옥정강아지,559000004920210005,000,5590000,영업/정상,정상,1,0,0.0,"경기도 양주시 옥정동로*나길 ***, ***호 (옥정동)",11476.0,경기도 양주시 옥정동 ****-*,,37.816611807028224,127.09541458263338,,2021-05-04,,,,,,I,2026-03-10,2022-04-28,경기도,양주시,경기도_양주시,ok
베베숑펫살롱,577000004920250029,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄대로시범길 ***, *층 ***호 (청계동, 동탄역 시범 금강펜테리움 센트럴파크 III)",18477.0,경기도 화성시 동탄구 청계동  *** 동탄역 시범 금강펜테리움 센트럴파크 III,,37.19331,126.99159,,2025-12-08,,,,,,I,2026-02-01,2025-12-08,경기도,화성시,경기도_화성시,centroid_fallback
퓨어댕,577000004920250030,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 노작로*길 **, ***호 (반송동)",18459.0,경기도 화성시 동탄구 반송동  ***-*,,37.19639072500422,127.07819362271528,,2025-12-11,,,,,,I,2026-02-01,2025-12-11,경기도,화성시,경기도_화성시,ok
오아시스펫살롱,577000004920260001,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄대로시범길 **, 상가*동 지***호 (청계동, 동탄역시범대원칸타빌아파트)",18477.0,경기도 화성시 동탄구 청계동  *** 동탄역시범대원칸타빌아파트,,37.19331,126.99159,,2026-01-07,,,,,,I,2026-02-01,2026-01-07,경기도,화성시,경기도_화성시,centroid_fallback
도도몽,577000004920260003,000,5530000,영업/정상,정상,1,0,0.0,"경기도 화성시 동탄구 동탄대로*길 **, ***호 (산척동)",18501.0,경기도 화성시 동탄구 산척동  ***-*,,37.16873309311924,127.10902196991732,,2026-01-19,,,,,,I,2026-02-01,2026-01-19,경기도,화성시,경기도_화성시,ok
옆집강아지,554000004920180016,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 양벌동 양촌길 ***-*, ***동 *층 *호 (현성아름빌)",12798.0,경기도 광주시 양벌동 ***-** 현성아름빌,,37.39952,127.2764,,2018-06-07,,,,,,I,2026-02-07,2026-02-06,경기도,광주시,경기도_광주시,centroid_fallback
D&C 그루밍 샵,554000004920180017,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 문화로 **, *층 (경안동)",12761.0,경기도 광주시 경안동 **-**,,37.40969345034148,127.25295829045064,,2018-06-29,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
꾸러기 펫,554000004920180022,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 중앙로***번길 *, *층 (송정동)",12739.0,경기도 광주시 송정동 ***-**,,37.428246834516486,127.2578491170382,031-769-0327,2018-08-03,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
꾸미는 강아지,554000004920180025,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 신현로 **-**, *층 *호",12771.0,경기도 광주시 신현동 ***-**,,37.39952,127.2764,031-711-7875,2018-08-08,,,,,,I,2026-01-13,2023-07-29,경기도,광주시,경기도_광주시,centroid_fallback
루루는포메,554000004920180030,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 경안로 **, *층 (경안동)",12761.0,경기도 광주시 경안동 **-**,,37.40908878227945,127.25580762720352,031-798-4020,2018-08-28,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
행복한강아지,554000004920180031,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 초월읍 현산로 **,12734.0,경기도 광주시 초월읍 도평리 ***-*,,37.39535047684485,127.29155548459126,031-797-1731,2018-09-04,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
동현24시동물병원,554000004920180032,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 경안천로 *, *층 (송정동)",12741.0,경기도 광주시 송정동 **-**,,37.414170705702034,127.26083408620792,031-768-7599,2018-09-05,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
서울동물메디컬센터,554000004920180038,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 신현동 신현로 **,12771.0,경기도 광주시 신현동 ***,,37.39952,127.2764,031-8022-7582,2018-09-20,,,,,,I,2026-01-13,2025-01-08,경기도,광주시,경기도_광주시,centroid_fallback
그랜드 애견 미용,554000004920180042,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 경안안길 * (경안동),12755.0,경기도 광주시 경안동 ***-*,,37.414498289567135,127.25187515715233,031-766-1475,2018-10-04,,,,,,I,2026-01-30,2026-01-29,경기도,광주시,경기도_광주시,ok
사랑할~개,554000004920180051,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 양벌동 마루들길 ***-*, ***호",12797.0,경기도 광주시 양벌동 ****-**,,37.39952,127.2764,,2018-11-19,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
그루밍토리,554000004920180053,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 광주대로**번길 **-*, *층 (송정동)",12743.0,경기도 광주시 송정동 ***-**,,37.41584435395831,127.25838254782316,031-762-9824,2018-12-04,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
이누펫살롱,554000004920180055,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 순암로**번길 ***, JG빌딩 (장지동)",12777.0,경기도 광주시 장지동 **-* JG빌딩 ***호,,37.39675466069565,127.24509753186643,031-798-5898,2018-12-20,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
엔조이펫,554000004920190002,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 이배재로 *** (회덕동),12766.0,경기도 광주시 회덕동 ***-*,,37.42744250639976,127.24202652059108,031-764-4478,2019-01-07,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
애플펫 동물병원,554000004920190004,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 신현동 태재로 **,12771.0,경기도 광주시 신현동 ***-**,,37.39952,127.2764,031-726-4800,2019-01-09,,,,,,I,2026-01-13,2023-12-18,경기도,광주시,경기도_광주시,centroid_fallback
애견마트(송정점),554000004920190007,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 경안천로 *** (송정동),12740.0,경기도 광주시 송정동 *-*,,37.41708029489236,127.27372827776992,031-763-6254,2019-01-24,,,,,,I,2026-01-13,2024-01-04,경기도,광주시,경기도_광주시,ok
펫스타일,554000004920190009,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 능평동 능평로 **, 더베일리하우스 ***동 B층 **,**호",12773.0,경기도 광주시 능평동 ***-** 더베일리하우스,,37.39952,127.2764,031-714-6888,2019-02-08,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
알프스동물병원,554000004920190012,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 고불로 **, ***호 (중대동)",12768.0,경기도 광주시 중대동 **-*** ***호,,37.39380555257471,127.23392896207184,031-761-1600,2019-02-18,,,,,,I,2026-01-13,2023-07-05,경기도,광주시,경기도_광주시,ok
애견미용실,554000004920190018,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 곤지암읍 광여로 **, *층 ***호",12801.0,경기도 광주시 곤지암읍 곤지암리 ***-*,,37.350678738111085,127.3508674961016,,2019-03-12,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
애견멀티샵,554000004920190019,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 퇴촌면 천진암로 ***,12711.0,경기도 광주시 퇴촌면 도수리 ***-*,,37.4717858445194,127.3152285897536,031-769-0217,2019-03-12,,,,,,I,2026-01-13,2022-11-07,경기도,광주시,경기도_광주시,ok
애견마을,554000004920190021,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 이배재로 *** (목현동),12765.0,경기도 광주시 목현동 ***,,37.39952,127.2764,031-764-4104,2019-03-13,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
도그런,554000004920190023,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 신현동 새말길 ***-*,12771.0,경기도 광주시 신현동 ***-*,,37.39952,127.2764,,2019-03-22,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
봉주르봉구,554000004920190026,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 초월읍 대쌍령길 *, *층",12735.0,경기도 광주시 초월읍 대쌍령리 ***-*,,37.39173316134266,127.2847765569132,031-765-8308,2019-03-28,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
광주동물병원,554000004920190035,000,5540000,영업/정상,정상,1,0,0.0,경기도 광주시 양벌동 양벌로 ***,12795.0,경기도 광주시 양벌동 ***-*,,37.39952,127.2764,031-763-8825,2019-06-12,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
견우동물병원,554000004920190039,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 태봉로 **, 대한상가 ***호 (태전동)",12785.0,경기도 광주시 태전동 ***-**,,37.3910218938988,127.2301293916652,,2019-08-27,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
멋내는 애견,554000004920190043,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 중앙로 ***, *층 (경안동)",12756.0,경기도 광주시 경안동 **-**,,37.4133479063656,127.25721810834015,031-798-4020,2019-10-30,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
고아똥 펫그루밍,554000004920200001,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 양벌동 양벌로***번길 *, *층",12797.0,경기도 광주시 양벌동 ***-*,,37.39952,127.2764,031-699-3380,2020-01-08,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
도그런살롱,554000004920200007,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 새말길 ***-*, *층 *호",12771.0,경기도 광주시 신현동 ***,,37.39952,127.2764,031-8022-8059,2020-06-02,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
새롬동물병원,554000004920200009,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 퇴촌면 천진암로 ***-*, *층",12711.0,경기도 광주시 퇴촌면 도수리 ***-**,,37.4674522933476,127.3192665925034,031-763-7588,2020-06-09,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
WeWe Dog(위위도그),554000004920200011,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 파발로 ***-*, *층 (경안동)",12755.0,경기도 광주시 경안동 **-*,,37.41430097965853,127.25275419945798,,2020-06-25,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
펫하우스,554000004920200013,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 순암로 **-**, *층 ***호 (역동)",12777.0,경기도 광주시 역동 ***-**,,37.39486019751051,127.2486518947833,031-797-1562,2020-07-24,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
그루냥 그루멍,554000004920200015,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 포돌이로 **, *층 ***호 (탄벌동)",12749.0,경기도 광주시 탄벌동 **-*,,37.41423225799262,127.244152120852,031-798-9870,2020-07-28,,,,,,I,2026-01-13,2024-02-29,경기도,광주시,경기도_광주시,ok
곤지암 동물병원,554000004920200018,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 곤지암읍 곤지암로 **-**, *층",12804.0,경기도 광주시 곤지암읍 곤지암리 ***-* *층,,37.350108721665805,127.33843330800406,,2020-09-10,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
개똥아 미용하자,554000004920200022,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 경충대로 ****, 모란동물병원 (쌍령동)",12791.0,경기도 광주시 쌍령동 ***-*,,37.39935889897809,127.27369193125335,,2020-10-22,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
벨라펫싸롱,554000004920200026,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 새말길 ***, 현대모닝사이드*차 상가 ***, ***호",12771.0,경기도 광주시 신현동 ***-** 현대모닝사이드*차 상가,,37.39952,127.2764,031-712-1304,2020-12-03,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
견생원,554000004920210004,L00,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 태재로 **, *층",12820.0,경기도 광주시 신현동 ***-**,,37.39952,127.2764,,2021-03-19,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
아트도그,554000004920210006,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 회안대로 ***-*, *층 (태전동)",12779.0,경기도 광주시 태전동 ***,,37.39952,127.2764,,2021-04-02,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
빠멍애견미용실,554000004920210009,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 초월읍 도곡안길 **-*, 이화빌딩 *층 ***호",12736.0,경기도 광주시 초월읍 쌍동리 ***,,37.39952,127.2764,,2021-04-29,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
sunny 펫 살롱,554000004920210013,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 문형산길 ***, 아람빌딩 *층 *호",12820.0,경기도 광주시 신현동 ***-**,,37.39952,127.2764,,2021-06-09,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
강아지 미용실,554000004920210015,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 초월읍 무들로 **-*, *층",12735.0,경기도 광주시 초월읍 대쌍령리 **-**,,37.3872636723645,127.29487252836653,,2021-06-11,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
더예쁘개 댕댕샵,554000004920210019,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 문형동 오포로 ***, *층 *호",12774.0,경기도 광주시 문형동 ***-*,,37.39952,127.2764,,2021-07-15,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,centroid_fallback
올블링펫부티끄,554000004920210024,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 이배재로 ***, *층 (목현동)",12765.0,경기도 광주시 목현동 ***-**,,37.43538976163382,127.219490393879,,2021-08-31,,,,,,I,2026-01-13,2025-08-22,경기도,광주시,경기도_광주시,ok
강남동물메디컬센터,554000004920210028,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 퇴촌면 천진암로 ***, *층",12713.0,경기도 광주시 퇴촌면 관음리 ***-**,,37.46175756815882,127.32821680109846,031-764-7555,2021-09-13,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
올라펫살롱,554000004920210031,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 초월읍 경충대로 ****-**, *층",12736.0,경기도 광주시 초월읍 쌍동리 ***-*,,37.37093154390316,127.30073108070908,,2021-11-29,,,,,,I,2026-01-13,2022-04-28,경기도,광주시,경기도_광주시,ok
펫포유,554000004920210032,000,5540000,영업/정상,정상,1,0,0.0,"경기도 광주시 신현동 상태길 **, *층 *호",12771.0,경기도 광주시 신현동 ***-*,,37.39952,127.2764,,2021-12-02,,,,,,I,2026-01-13,2025-08-22,경기도,광주시,경기도_광주시,centroid_fallback
