Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
멍멍이다방,315000004820190020,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-**,"서울특별시 강서구 화곡로 ***-*, *층 (화곡동)",07711,448698.122015239,185338.295128807,070-7563-0304,2019-03-21,,2026-01-13 18:08:04
펫티,315000004820190025,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 발산W타워,"서울특별시 강서구 공항대로 ***, 발산W타워 ***, ***호 (마곡동)",07806,450725.785084054,185104.20167753,02-2064-0043,2019-04-09,,2026-01-13 18:08:04
순독살롱,315000004820190044,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 염창동 ***-* 태선빌딩,"서울특별시 강서구 공항대로**길 **, 태선빌딩 (염창동)",07560,449763.865069321,188313.709561119,,2019-07-11,,2026-01-13 18:08:04
하울 애견 유치원,315000004820190060,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-*,"서울특별시 강서구 곰달래로 ***, *층 (화곡동)",07738,447745.202068422,187415.722139475,,2019-12-23,,2026-01-13 18:08:04
마곡M동물의료센터,315000004820200005,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-**,"서울특별시 강서구 방화대로**길 *, 성은빌딩 *층 (방화동)",07605,451825.491934909,183698.098433972,02-2662-7515,2020-01-29,,2026-01-13 18:08:04
하이독스,315000004820200014,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-**,서울특별시 강서구 양천로**길 *** (방화동),07609,451798.438240171,183065.970678923,,2020-04-07,,2026-01-13 18:08:04
럽독,315000004820200018,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-***,"서울특별시 강서구 방화동로 **, *층 ***호 (방화동)",07615,451522.024642279,183324.680223658,,2020-04-20,,2026-01-13 18:08:04
커멍커멍,315000004820200033,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 우성에스비타워,"서울특별시 강서구 강서로 ***, 우성에스비타워 ****호 (마곡동)",07803,450883.006755308,185642.667278438,,2020-11-05,,2026-01-13 18:08:04
지디파크,315000004820210001,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 공항동 **-**,"서울특별시 강서구 방화대로 ***, *층 (공항동)",07618,451093.468279687,183677.586497488,02-2663-9003,2021-01-12,,2026-01-13 18:08:04
박동물병원,315000004820210008,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 ***-**,"서울특별시 강서구 강서로 ***, ***호, ***호 (내발산동)",07632,450368.363433796,185521.368171349,,2021-03-31,,2026-01-13 18:08:04
도그비잉 펫케어,315000004820210014,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-**,"서울특별시 강서구 우장산로**길 **, *층 (화곡동)",07649,450271.133178568,186740.186008297,02-2602-8605,2021-05-27,,2026-01-13 18:08:04
위드멍 애견유치원,382000004820220012,3820000,,폐업 / 폐업,경기도,의정부시,의정부시,경기도 의정부시 의정부동 ***-**,경기도 의정부시 태평로***번길 **(의정부동),11689,471407.864937719,204324.566724209,,2022-12-19,2025-12-26,2026-01-13 17:25:35
뽀도독,315000004820210016,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 ***-*,"서울특별시 강서구 등촌로**길 **, *층 (등촌동)",07668,449270.993135587,187656.60103175,,2021-06-28,,2026-01-13 18:08:04
마이댕댕스쿨,315000004820210017,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 **-*** 호왕빌딩,"서울특별시 강서구 까치산로 **, 호왕빌딩 *층 (화곡동)",07679,449245.928940386,186415.048693907,,2021-07-08,,2026-01-13 18:08:04
포독 강아지 유치원 호텔,315000004820210018,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 마곡보타닉파크프라자,"서울특별시 강서구 마곡동로**길 **, 마곡보타닉파크프라자 ***호 (마곡동)",07791,451647.384216664,185771.928366985,,2021-07-13,,2026-01-22 22:02:50
퍼피스프링 강서점,315000004820220001,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 ***-* 모텔리츠,"서울특별시 강서구 강서로 ***, 모텔리츠 *층 (내발산동)",07632,450415.9899162,185533.416824562,,2022-01-17,,2026-01-13 18:08:04
Wendy’s Wonderland(웬디네 원더랜드),315000004820220013,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-* 대희빌딩 B**호,"서울특별시 강서구 개화동로**길 **, 대희빌딩 지층 **호 (방화동)",07621,451398.804774616,183117.281621173,,2022-05-31,,2026-01-13 18:08:04
라운지독,315000004820220014,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 ***-* 현대교육센터,"서울특별시 강서구 강서로**길 **, 현대교육센터 *층 (등촌동)",07586,451054.437108698,186236.399275519,070-4185-5551,2022-07-22,,2026-01-13 18:08:04
투퍼피,315000004820230001,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-*,"서울특별시 강서구 화곡로**길 **, *층 (화곡동)",07657,450057.861814462,186891.766490866,,2023-01-27,,2026-01-13 18:08:04
심쿵하냥,315000004820230002,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-** 이너매스마곡Ⅱ,"서울특별시 강서구 마곡중앙*로 **, 이너매스마곡Ⅱ ***호 (마곡동)",07806,450643.056387457,184971.522700042,,2023-03-02,,2026-01-13 18:08:04
그루밍스토리,315000004820230003,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-*,"서울특별시 강서구 양천로**길 **, *층 (방화동)",07597,452152.978439315,184087.009000773,,2023-03-09,,2026-01-13 18:08:04
독독,315000004820230006,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 공항동 **** 국내선 주차대기실,"서울특별시 강서구 하늘길 ***, 국내선 주차대기실 (공항동)",07505,,,070-8977-0022,2023-05-31,,2026-01-13 18:08:04
멍마르뜨 반려견 교육센터,315000004820230007,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 **** 용빌딩,"서울특별시 강서구 양천로**길 **, 용빌딩 (마곡동)",07592,,,,2023-06-15,,2026-01-13 18:08:04
하룻강아지,315000004820230008,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-** 민프라자,"서울특별시 강서구 곰달래로**길 **, 민프라자 (화곡동)",07738,447784.585884835,187386.843378933,,2023-07-10,,2026-01-13 18:08:04
에덴 애견 유치원 호텔,315000004820230009,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-**,"서울특별시 강서구 까치산로 **, *층 (화곡동)",07726,448891.795477947,186105.983083686,,2023-08-04,,2026-01-13 18:08:04
Dogi Dogi(도기도기),315000004820230010,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-**,"서울특별시 강서구 곰달래로**길 **, *층 (화곡동)",07740,447922.331276428,187483.736665032,,2023-08-14,,2026-01-13 18:08:04
멍품유치원,315000004820230012,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-** GM Valley,"서울특별시 강서구 곰달래로 ***, ***호 (화곡동, GM Valley)",07777,447580.723682673,186280.304182031,,2023-08-30,,2026-01-13 18:08:04
까망코살롱,315000004820230013,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 *** 마곡수명산파크*단지아파트,"서울특별시 강서구 강서로**길 ***, 상가*동 *층 (내발산동, 마곡수명산파크*단지아파트)",07634,,,,2023-12-05,,2026-01-13 18:08:04
댕그르르,315000004820240001,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 지투프라자,"서울특별시 강서구 마곡중앙*로 **, 지투프라자 *층 ***호 (마곡동)",07803,450918.42280126,185327.013793106,,2024-01-17,,2026-01-13 18:08:04
두두핏,315000004820240002,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 ***-* 새롬프라자,"서울특별시 강서구 수명로 **, 새롬프라자 (내발산동)",07635,450097.856259477,184585.651061065,,2024-01-30,,2026-01-13 18:08:04
하이독,315000004820240003,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-* 다원빌딩,"서울특별시 강서구 공항대로**길 **, 다원빌딩 *층 (화곡동)",07654,450187.492642584,186869.165687269,,2024-03-18,,2026-01-13 18:08:04
독가짐,315000004820240004,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-**,"서울특별시 강서구 강서로**길 **, ***호 (화곡동)",07770,447833.312521762,186186.105306713,,2024-03-27,,2026-01-13 18:08:04
스타멍스,315000004820240005,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 ***-** 제이에스아이디움,"서울특별시 강서구 강서로 ***-**, B**호 (내발산동, 제이에스아이디움)",07639,449711.5681141,185379.887083636,,2024-05-28,,2026-01-13 18:08:04
마곡 고양이 미용 호텔,315000004820240006,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 마곡나루역캐슬파크,"서울특별시 강서구 마곡중앙로 ***-*, 마곡나루역캐슬파크 ***호 (마곡동)",07788,451746.931471859,184687.894682539,,2024-06-10,,2026-01-13 18:08:04
우리 강아지 유치원,315000004820240007,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-*,"서울특별시 강서구 화곡로 ***, *층 (화곡동)",07718,448627.739755483,185300.543275716,,2024-06-20,,2026-01-13 18:08:04
네모난 강아지,315000004820240008,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-** 기룡빌딩,"서울특별시 강서구 곰달래로 ***, 기룡빌딩 *층 (화곡동)",07777,447571.649333861,186173.681508541,,2024-08-09,,2026-01-13 18:08:04
밤밤 애견유치원,315000004820240009,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 ***,"서울특별시 강서구 강서로**길 **, *층 (내발산동)",07633,,,,2024-12-18,,2026-01-13 18:08:04
딩동댕댕 애견 유치원,315000004820250001,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-*,"서울특별시 강서구 가로공원로**길 **, *층 (화곡동)",07761,448273.008064914,185523.448616966,,2025-01-07,,2026-01-13 18:08:04
브라이튼독,315000004820250002,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 ***-*,"서울특별시 강서구 양천로 ***, *층 ***호 (등촌동)",07553,450218.399835792,188163.661833191,02-6737-1121,2025-02-17,,2026-01-13 18:08:04
퍼피파파(PUPPY PAPA),315000004820250003,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ***-** 동연빌딩,"서울특별시 강서구 곰달래로 ***, 동연빌딩 *층 (화곡동)",07782,447618.105648251,186813.027379089,,2025-04-24,,2026-01-13 18:08:04
도그베이 수원,374000004820240014,3740000,,폐업 / 폐업,경기도,수원시,수원시,경기도 수원시 권선구 고색동 ***-***,"경기도 수원시 권선구 서부로 ****, 일부호 (고색동)",16623,416836.602426932,197745.538088991,,2024-04-17,2025-12-31,2026-01-13 17:19:39
박지은펫살롱,315000004820250004,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 ***-* ***동 *호,"서울특별시 강서구 등촌로 ***, ***동 *호 (등촌동)",07665,449788.036698656,187863.894496358,,2025-06-24,,2026-01-13 18:08:04
코코스퀘어,374000004820240016,3740000,,폐업 / 폐업,경기도,수원시,수원시,경기도 수원시 장안구 정자동 ***-**,"경기도 수원시 장안구 수성로 ***, *층 ****(일부)호 (정자동)",16318,420620.351156652,199161.380909543,031-690-1799,2024-04-23,2026-01-21,2026-01-27 21:32:50
막둥이펫살롱,315000004820250006,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,"서울특별시 강서구 화곡동 ***-* *층 ***,***호","서울특별시 강서구 까치산로 ***, *층 ***,***호 (화곡동)",07663,449534.678294584,186617.751728884,,2025-07-08,,2026-01-13 18:08:04
아몽 애견토탈케어 유치원,315000004820250007,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 ***-* 현대교육센터 *층,"서울특별시 강서구 강서로**길 **, 현대교육센터 *층 (등촌동)",07586,451054.437108698,186236.399275519,,2025-08-28,,2026-01-16 22:02:50
퍼피앤포유,315000004820250008,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 ***-** *층,"서울특별시 강서구 양천로**길 **, *층 (방화동)",07604,452251.50199443,183374.807864799,,2025-09-10,,2026-01-13 18:08:04
누아네,316000004820250003,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 개봉동 **-*,"서울특별시 구로구 고척로**길 **, ***호 (개봉동)",08266,444027.835109134,186418.650225949,,2025-05-02,,2026-01-13 18:09:33
더조은동물의료센터,317000004820180002,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-* 서우빌딩,"서울특별시 금천구 시흥대로 ***, 서우빌딩 *층 (시흥동)",08631,438600.409604547,191374.584035138,02-802-2811,2018-05-03,,2026-01-13 18:10:02
고양이무마취미용 고무미,317000004820180005,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-** 남강카서비스,"서울특별시 금천구 문성로 **, 남강카서비스 *층 (독산동)",08549,441676.070796681,192006.493523767,,2018-06-05,,2026-01-13 18:10:02
더 예쁘개,317000004820180008,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ****-* *층,"서울특별시 금천구 독산로**길 **, *층 (독산동)",08559,440488.803897001,191330.934762616,,2018-06-22,,2026-01-13 18:10:02
몽하우스,317000004820180012,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-** *층,"서울특별시 금천구 시흥대로 **-*, *층 (시흥동)",08651,437827.727093014,191432.744928308,,2018-08-27,,2026-01-13 18:10:02
수원 루프탑 애견카페 무운(MOOON),374000004820240029,3740000,,폐업 / 폐업,경기도,수원시,수원시,경기도 수원시 팔달구 교동 **-**,"경기도 수원시 팔달구 향교로 ***, *(일부)층 (교동)",16463,418993.883440733,201217.931565909,,2024-11-29,2025-12-30,2026-01-13 17:19:39
댕모닝,315000004820250009,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,"서울특별시 강서구 화곡동 **-*** 제일빌딩, *층","서울특별시 강서구 화곡로**길 *, 제일빌딩 *층 (화곡동)",07679,449383.851071297,186302.02027738,,2025-09-16,,2026-01-13 18:08:04
Micomong(미코몽),315000004820250010,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 ****-** B**호,"서울특별시 강서구 화곡로**길 **, B**호 (화곡동)",07696,449125.486904246,185985.266021564,,2025-11-25,,2026-01-13 18:08:04
옐레드 애견유치원&애견호텔 마곡점,315000004820250011,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 마곡동 ***-* 리더스퀘어마곡 ***호,"서울특별시 강서구 마곡중앙*로 **, 리더스퀘어마곡 *층 ***호 (마곡동)",07802,450939.221091497,185127.285385035,,2025-12-16,,2026-01-13 18:08:04
마곡 준 동물병원,315000004820250012,3150000,,영업/정상 / 정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 *** 발산로얄타워 ***호,"서울특별시 강서구 수명로 **, 발산로얄타워 ***호 (내발산동)",07635,,,02-2666-2611,2025-12-30,,2026-02-03 22:02:50
24시 고양이호텔 캣스테이,316000004820180002,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 고척동 **-**,"서울특별시 구로구 중앙로*길 **-**, 가동 *층 (고척동)",08223,444451.621973112,187916.38750813,02-2066-7977,2018-04-12,,2026-01-13 18:09:33
365 마음동물병원,316000004820180043,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 궁동 ***-** *층,"서울특별시 구로구 오리로 ****, *층 (궁동)",08255,443799.713956476,184899.100690496,02-2611-5223,2018-11-20,,2026-01-13 18:09:33
고척 원 동물의료센터,316000004820200001,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 고척동 **-** 원메디타운 ***호,"서울특별시 구로구 경인로 ***, 원메디타운 *층 ***호 (고척동)",08227,443993.670252899,187923.27573024,02-856-7582,2020-05-01,,2026-01-13 18:09:33
구로다나은동물병원,316000004820200006,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 신도림동 ***-* ***호,"서울특별시 구로구 신도림로 *, ***호 (신도림동)",08206,444891.605594405,189067.276002245,02-2672-7582,2020-08-10,,2026-01-13 18:09:33
"헬로우, 마루네 애견운동장",316000004820210009,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 오류동 ***-*,"서울특별시 구로구 서해안로 ****, 외*필지동 *층 *호 (오류동)",08357,443306.894469596,185819.63836634,,2021-03-29,,2026-01-13 18:09:33
댕댕스,316000004820210019,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 오류동 ***-* *층,"서울특별시 구로구 오리로 ****, *층 (오류동)",08363,442919.205410518,185427.377308577,,2021-12-29,,2026-01-13 18:09:33
펫솔루션 구로점,316000004820230002,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,"서울특별시 구로구 구로동 ***-** , *층","서울특별시 구로구 구로중앙로**길 *-*, *층 (구로동)",08293,444076.748075244,189845.308603455,,2023-05-15,,2026-01-13 18:09:33
그루밍솔루션 개봉점,316000004820230004,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 개봉동 ***-** 신개봉삼환아파트 상가동 ***호,"서울특별시 구로구 경인로**길 **, 상가동 *층 ***호 (개봉동, 신개봉삼환아파트)",08277,443835.083393189,187368.063663593,,2023-08-22,,2026-01-13 18:09:33
하이 멍뭉아,316000004820240001,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 구로동 ***-** 보성팰리스 **차,"서울특별시 구로구 구로중앙로**가길 **, ***호 (구로동, 보성팰리스 **차)",08292,444355.101769218,189756.36678503,,2024-04-24,,2026-01-13 18:09:33
포포독 (Focus for dog),316000004820250001,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 온수동 *** 온수빌리브,"서울특별시 구로구 부일로*길 ***, B동 B**호 (온수동, 온수빌리브)",08259,,,,2025-04-14,,2026-01-13 18:09:33
쓰다미,316000004820250002,3160000,,영업/정상 / 정상,서울특별시,구로구,구로구,서울특별시 구로구 구로동 ***-*** 해원리버파크,"서울특별시 구로구 구일로 ***, 해원리버파크 *** A호 (구로동)",08324,443658.176253167,188611.564007526,,2025-04-22,,2026-01-13 18:09:33
해피치 애견카페,317000004820180023,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ****-** 류성빌딩 ***호,"서울특별시 금천구 시흥대로 ***, 류성빌딩 지층 ***호 (독산동)",08604,440308.231966784,190829.487527311,,2018-09-20,,2026-01-13 18:10:02
제일종합동물병원,317000004820180028,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-**,서울특별시 금천구 독산로 ** (시흥동),08573,438938.604807179,191634.03001625,02-894-3030,2018-10-01,,2026-01-13 18:10:02
우리동물메디컬센터,317000004820180031,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-*,서울특별시 금천구 남부순환로 **** (독산동),08547,441953.57184435,191503.35316026,02-853-7582,2018-10-05,,2026-01-13 18:10:02
24시 글로리 동물병원,317000004820180036,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-**,서울특별시 금천구 시흥대로 *** (독산동),08531,441622.967829008,190933.4318253,02-855-8575,2018-10-15,,2026-01-13 18:10:02
파랑새동물병원,317000004820180038,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ****-**,서울특별시 금천구 시흥대로 *** (독산동),08623,439576.514509179,191042.197178853,02-805-2825,2018-10-24,,2026-01-13 18:10:02
퍼피해피,374000004820250021,3740000,,폐업 / 폐업,경기도,수원시,수원시,경기도 수원시 장안구 송죽동 ***-*,"경기도 수원시 장안구 송원로**번길 **, *(일부)층 (송죽동)",16307,421598.84092264,200614.473399794,,2025-08-27,2025-12-16,2026-01-13 17:19:39
냥카페 묘연,317000004820190008,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-*,"서울특별시 금천구 시흥대로 ***, 인피니움타워 지식산업센터 ***호 (시흥동)",08635,438732.994399228,191231.716409842,,2019-10-08,,2026-01-13 18:10:02
롱롱#,317000004820210004,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 **** 금천롯데캐슬골드파크*차,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (독산동, 금천롯데캐슬골드파크*차)",08608,,,,2021-08-05,,2026-01-13 18:10:02
꼬미펫,317000004820220002,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-**,"서울특별시 금천구 독산로 ***, *층 (시흥동)",08621,439979.529890092,191462.254958857,,2022-01-07,,2026-01-13 18:10:02
뽀dog,317000004820220003,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 **** 남서울힐스테이트,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (시흥동, 남서울힐스테이트)",08637,,,,2022-01-10,,2026-01-13 18:10:03
놀면뭐하개,317000004820220005,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-*,"서울특별시 금천구 남부순환로 ****, *층 (독산동)",08547,441963.975260744,191545.516172445,,2022-02-17,,2026-01-13 18:10:03
체크인독 애견유치원,317000004820220007,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-* 예일빌딩,"서울특별시 금천구 벚꽃로*길 **, 예일빌딩 *층 (독산동)",08607,439864.972664646,190493.815767037,,2022-08-23,,2026-01-13 18:10:03
해피댕댕,317000004820220008,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-** 다온빌딩,"서울특별시 금천구 시흥대로***길 **-**, 다온빌딩 *층 ***호 (독산동)",08539,441520.315289178,191157.856726772,,2022-08-23,,2026-01-13 18:10:03
플레이스 디,317000004820230001,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 독산동 ***-**,"서울특별시 금천구 시흥대로 ***, *층 (독산동)",08540,441605.036324349,191011.203773816,,2023-06-05,,2026-01-13 18:10:03
몽라이크(monglike),317000004820240001,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 ***-* *층,"서울특별시 금천구 시흥대로 **, *층 (시흥동)",08640,437500.955166706,191330.864024954,,2024-02-27,,2026-01-13 18:10:03
개멋진날,317000004820240003,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 시흥동 **** ***호,"서울특별시 금천구 금하로 ***, ***호 (시흥동)",08645,,,,2024-12-03,,2026-01-13 18:10:03
엉클독 애견유치원,317000004820240004,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 가산동 ***-*,"서울특별시 금천구 가산로*길 **-*, *층 (가산동)",08518,441361.456925752,189965.707869848,,2024-12-06,,2026-01-13 18:10:03
다루이(DARUI),317000004820240005,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 가산동 **-* ***호,"서울특별시 금천구 디지털로**길 **, ***호 (가산동)",08514,441619.084699584,190182.08312142,,2024-12-18,,2026-01-13 18:10:03
펫대손손 애견센터 가산점,317000004820260001,3170000,,영업/정상 / 정상,서울특별시,금천구,금천구,서울특별시 금천구 가산동 ***-* *층 ***-*호,"서울특별시 금천구 남부순환로 ****, *층 ***-*호 (가산동)",08527,441861.779595513,190302.576827532,,2026-01-05,,2026-01-13 18:10:03
왈츠동물병원,318000004820180007,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 대림동 ***-*,"서울특별시 영등포구 가마산로 ***, *층 (대림동)",07411,444029.182337058,190691.328339211,02-834-7582,2018-09-06,,2026-01-13 18:16:03
러브펫 동물병원,318000004820180012,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 영등포동*가 *** 타임스퀘어,"서울특별시 영등포구 영중로 **, 타임스퀘어 지하층 B***호 (영등포동*가)",07305,,,02-2634-8295,2018-09-07,,2026-01-13 18:16:03
도그플러스 동물병원,318000004820180020,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 문래동*가 **-* 홈플러스,"서울특별시 영등포구 당산로 **, 홈플러스 *층 (문래동*가)",07297,446227.07504062,190729.506453391,02-2069-0082,2018-09-21,,2026-01-13 18:16:03
온누리 종합 동물병원,318000004820180022,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 신길동 ***-**,"서울특별시 영등포구 도신로 ***, *층 (신길동)",07347,445405.23699102,192153.621514206,02-845-0780,2018-09-21,,2026-01-13 18:16:03
여의도 동물병원 은하점,318000004820180029,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 여의도동 **-* 미라클빌딩,"서울특별시 영등포구 국제금융로 ***, 미라클빌딩 *층 (여의도동)",07343,446279.083804498,194056.681860495,02-783-7580,2018-10-15,,2026-01-13 18:16:03
영등포 우신종합 동물병원,318000004820180030,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 신길동 ***-**,"서울특별시 영등포구 신길로 ***, *층 (신길동)",07362,445002.688462087,192081.391357898,02-836-6509,2018-10-15,,2026-01-13 18:16:03
Dr.수 동물병원,318000004820180034,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 여의도동 ** 한양아파트,"서울특별시 영등포구 국제금융로 **, *층 (여의도동, 한양아파트)",07340,,,02-785-7582,2018-10-15,,2026-01-13 18:16:03
유석 동물병원,318000004820180041,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 신길동 **** 방주빌딩,"서울특별시 영등포구 여의대방로 **, 방주빌딩 *,*층 (신길동)",07437,,,02-833-7554,2018-11-29,,2026-01-13 18:16:03
미스터 토리,318000004820190002,3180000,,영업/정상 / 정상,서울특별시,영등포구,영등포구,서울특별시 영등포구 도림동 ***-*,"서울특별시 영등포구 도신로 **, *층 (도림동)",07370,444989.436735345,191237.984490036,070-7779-8228,2019-04-09,,2026-01-13 18:16:03
