Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
동산동물병원,511000001020150001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 성하동 11-3,경상북도 상주시 중앙로 223 (성하동),37190,324523.32799091,304233.812282291,054-531-0788,2015-04-27,,2025-12-15 16:15:28
상주가축진료소,511000001020150003,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 낙동면 낙동리 220,경상북도 상주시 낙동면 낙동1길 95,37251,,,,2015-07-07,,2025-12-15 16:15:28
박영학동물병원,511000001020160001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 복룡동 282,경상북도 상주시 복룡3길 48 (복룡동),37233,,,054-531-9930,2016-11-03,,2025-12-15 16:15:28
계림동물병원,511000001020160002,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 복룡동 341,경상북도 상주시 삼백로 231 (복룡동),37236,,,,2016-12-06,,2025-12-15 16:15:28
무양반려동물병원,511000001020170001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 무양동 55-22,"경상북도 상주시 삼백로 105, 103호 (무양동)",37181,324811.769952199,303530.258857824,054-532-7512,2017-09-12,,2025-12-15 16:15:28
더존 동물병원,511000001020180001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 화남면 평온리 871-11,경상북도 상주시 화남면 영남제일로 4876,37137,327563.45557267,278834.845593791,,2018-12-04,,2025-12-15 16:15:28
건국가축병원,511000001020200001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 신봉동 337-5,경상북도 상주시 상산로 110 (신봉동),37220,322808.44435735,303978.960311723,,2020-03-04,,2025-12-15 16:15:28
우리동물병원,511000001020200002,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 청리면 청하리 857-1,경상북도 상주시 청리면 청리중앙로 105,37255,315810.558660647,301191.896633405,,2020-03-04,,2025-12-15 16:15:28
장수의과 동물병원,511000001020200003,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 남성동 96-1,경상북도 상주시 왕산로 186 (남성동),37194,324281.652896479,304225.591311258,054-535-6496,2020-05-22,,2025-12-15 16:15:28
고고동물병원,511000001020210001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 공성면 옥산리 171,경상북도 상주시 공성면 공성중앙로 105,37267,,,,2021-04-21,,2025-12-15 16:15:28
두리동물병원,511000001020220001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 만산동 696-6,경상북도 상주시 경상대로 3138(만산동),37160,325732.733273206,303239.820853096,,2022-07-21,,2025-12-15 16:15:28
수현동물병원,511000001020230001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 화서면 신봉리 156-7,"경상북도 상주시 화서면 화령로 13, 1층 3호",37139,327428.355608017,284962.989690666,,2023-05-12,,2025-12-15 16:15:28
정 동물병원,511000001020240001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 복룡동 293-37,"경상북도 상주시 중앙로 271, 2층 (복룡동)",37233,324547.615845888,304705.201168068,,2024-02-06,,2025-12-15 16:15:28
일로동물병원,511000001020250001,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 무양동 287-5,경상북도 상주시 경상대로 3029 (무양동),37183,324675.912965688,303145.732153274,,2025-06-10,,2025-12-15 16:15:28
전수의과 동물병원,511000001020250002,5110000,영업/정상,정상,경상북도,상주시,상주시,경상북도 상주시 인봉동 35-1,"경상북도 상주시 인봉2길 30, 102호 (인봉동)",37190,324698.344240821,304360.698785257,,2025-06-10,,2025-12-15 16:15:28
동원동물병원,512000001019870002,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 흥덕동 308-7 8통2반,경상북도 문경시 중앙로 201 (흥덕동),36964,345262.675158771,307624.0855977,,1987-12-10,,2026-01-07 17:26:43
문경가축병원,512000001019950002,5120000,영업/정상,,,,문경시,경상북도 문경시 문경읍 하리,,,,,,1995-06-01,,2026-01-07 17:26:43
행복한동물병원,512000001020040003,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 모전동 115-11,경상북도 문경시 모전로 56 (모전동),36951,343482.744728714,306631.845791439,,2004-01-31,,2026-01-07 17:26:43
강해철 동물병원,512000001020080001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 모전동 883-6,경상북도 문경시 당교로 205 (모전동),36983,343351.70554586,306028.872014983,,2008-10-01,,2026-01-07 17:26:43
현대동물병원,512000001020100001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 흥덕동 789,경상북도 문경시 신흥로 236-2 (흥덕동),36963,,,054-554-8233,2010-05-10,,2026-01-07 17:26:43
문경축협 동물병원,512000001020110002,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 호계면 견탄리 508,경상북도 문경시 호계면 문경대로 1024,36931,,,054-550-7433,2011-06-30,,2026-01-07 17:26:43
보람동물병원,512000001020180001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 흥덕동 653-1,경상북도 문경시 중앙로 247 (흥덕동),36964,345684.268725105,307774.125348584,,2018-07-25,,2026-01-07 17:26:43
태산동물병원,512000001020210001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 흥덕동 799-6,"경상북도 문경시 신흥4길 5, 1층 (흥덕동)",36967,344959.294075089,307839.111018679,,2021-02-28,,2026-01-07 17:26:43
청운동물병원,512000001020220001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 모전동 877-4,"경상북도 문경시 매봉2길 15-11, 1층층 (모전동)",36983,343386.895770567,305852.152884148,,2022-01-27,,2026-01-30 21:32:00
문화동물병원,512000001020250001,5120000,영업/정상,정상,경상북도,문경시,문경시,경상북도 문경시 흥덕동 788-6,"경상북도 문경시 신흥2길 37, 1층 2호 (흥덕동)",36963,345103.448117296,307940.394475258,,2025-02-18,,2026-01-07 17:26:43
초원동물병원,513000001019870001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 849-6,경상북도 경산시 중앙로19길 26 (중방동),38622,259814.644104282,356810.320255021,,1987-08-17,,2026-03-10 21:32:17
자인동물병원,513000001019900001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 자인면 서부리 256-5 5통,경상북도 경산시 자인면 자인로 193-1,38560,258855.388296172,364717.789458343,,1990-03-06,,2026-03-10 21:32:18
영대동물병원,513000001019980001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 245-2,경상북도 경산시 경안로 263 (중방동),38611,260364.20009028,356718.842631753,,1998-10-30,,2026-03-10 21:32:20
김영복수의과병원,513000001020010001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 864-11,경상북도 경산시 경안로38길 14 (중방동),38618,259771.098614235,356989.793694289,,2001-12-01,,2026-03-10 21:32:21
고은동물병원,513000001020050001,5130000,영업/정상,정상,경상북도,경산시,경산시,"경상북도 경산시 중방동 841-5 한국농어촌공사 경산,청도지사",경상북도 경산시 경안로 226 (중방동),38620,260011.433878768,356864.208357303,,2005-01-04,,2026-03-10 21:32:23
왕동물병원,513000001020050002,5130000,취소/말소/만료/정지/중지,말소,경상북도,경산시,경산시,경상북도 경산시 중방동 863-18,경상북도 경산시 경안로 192 (중방동),38619,,,,2005-08-11,,2026-03-10 21:32:24
강북동물병원,513000001020060001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 하양읍 동서리 592-1,경상북도 경산시 하양읍 조산천동길 48,38417,270032.676705901,364297.923897847,,2006-05-11,,2026-03-10 21:32:27
더그린 컨설팅&크리닉,513000001020090005,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 용성면 용전리 435,경상북도 경산시 용성면 육동로 732,38568,,,,2009-10-12,,2026-03-10 21:32:33
행복한 동물병원,513000001020100001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 옥산동 758-4,경상북도 경산시 성암로21길 3-11 (옥산동),38676,259648.682989381,356027.367643117,,2010-08-02,,2026-03-10 21:32:33
제일동물병원,513000001020110002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 849-21,경상북도 경산시 경안로 211 (중방동),38622,259857.992570988,356837.433675186,,2011-05-25,,2026-03-10 21:32:35
유한동물병원,513000001020120001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 828-24,경상북도 경산시 중방로 9 (중방동),38611,260297.048877766,356721.001111577,,2012-05-10,,2026-03-10 21:32:35
경산축산농협 동물병원,513000001020120002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 자인면 서부리 662-9,경상북도 경산시 자인면 계정길 67,38549,,,,2012-05-24,,2026-03-10 21:32:36
경상가축병원,513000001020130001,5130000,취소/말소/만료/정지/중지,말소,경상북도,경산시,경산시,경상북도 경산시 압량읍 부적리 108-7,경상북도 경산시 압량읍 부적길 86,38507,262167.130731314,359203.231176714,,2020-10-07,,2026-03-10 21:32:37
동부동물병원,513000001020140001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 사동 637-3,경상북도 경산시 박물관로 17(사동),38583,258773.356262942,359073.037390696,,2014-09-25,,2026-03-10 21:32:38
더샵 동물병원,513000001020140002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중산동 591,경상북도 경산시 경산로 227 (중산동),38661,,,,2014-10-29,,2026-03-10 21:32:38
기운찬 동물병원,513000001020150002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 사동 608-6 103호,"경상북도 경산시 백양로 113, 1층 103호 (사동)",38599,258472.948003736,358489.031955058,,2015-03-27,,2026-03-10 21:32:39
우리동물병원,513000001020150003,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 대정동 693,경상북도 경산시 대정길 37-1 (대정동),38501,,,,2015-09-22,,2026-03-10 21:32:39
영대연합동물병원,513000001020160002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 조영동 283-1,경상북도 경산시 대학로 315 (조영동),38528,261246.968557423,358549.709125735,,2016-05-09,,2026-03-10 21:32:41
가나종합동물병원,513000001020160003,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 옥산동 758-7,"경상북도 경산시 성암로21길 3-7 (옥산동, 동현빌)",38676,259662.026467258,356058.468045155,,2002-11-18,,2026-03-10 21:32:41
우리집동물병원,513000001020160005,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중방동 829-8,경상북도 경산시 경안로 249 (중방동),38621,260221.010488924,356738.647141187,,2016-12-13,,2026-03-10 21:32:42
다원동물병원,513000001020160006,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 와촌면 동강리 140,경상북도 경산시 와촌면 동강길 26,38412,,,,2016-12-23,,2026-03-10 21:32:42
함께하는 동물병원,513000001020170001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 압량읍 신대리 465,경상북도 경산시 압량읍 화랑로 290,38536,,,,2017-02-23,,2026-03-10 21:32:42
진량동물병원,513000001020170002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 옥산동 849-1,경상북도 경산시 성암로9길 7 (옥산동),38671,259511.268234908,355499.684205139,,2017-03-20,,2026-03-10 21:32:42
경산의 삽살개육종연구소,513000001020180001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 와촌면 박사리 산 21-1,경상북도 경산시 와촌면 삽살개공원길 37,38412,273946.937481534,362552.15415453,,2018-01-30,,2026-03-10 21:32:42
최우식 동물병원,513000001020180002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 하양읍 금락리 654,경상북도 경산시 하양읍 대경로 764,38435,,,,2018-04-10,,2026-03-10 21:32:43
중산 메디컬 동물병원,513000001020180003,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 중산동 632,"경상북도 경산시 펜타힐즈로 74, 힐즈스퀘어 201호 (중산동)",38662,,,053-813-7580,2018-04-19,,2026-03-10 21:32:43
한결같은 동물병원,513000001020180004,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 하양읍 동서리 900-3,경상북도 경산시 하양읍 하양로 223,38418,270233.725781765,365089.130554833,,2018-07-06,,2026-03-10 21:32:43
큰사랑동물병원,513000001020180005,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 사동 659-1 부영원앙마을,"경상북도 경산시 백자로20길 9, 제상가동 1층 101호 (사동, 부영원앙마을)",38595,258573.352250562,358808.616540998,,2018-08-17,,2026-03-10 21:32:44
오케이 동물병원,513000001020180006,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 용성면 당리리 133-9,"경상북도 경산시 용성면 원효로 1421, 2층",38561,256393.810548928,369490.386967929,,2018-09-03,,2026-03-10 21:32:44
오월의 동물병원,513000001020200001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 정평동 187-7,"경상북도 경산시 성동로 11, 1층 (정평동)",38653,260861.825466349,355812.997988011,,2020-03-13,,2026-03-10 21:32:45
명수의병원,513000001020200002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 삼북동 250-23,"경상북도 경산시 경안로 106, 2층 (삼북동)",38640,258831.905024655,357071.403383555,,2020-07-02,,2026-03-10 21:32:45
양지동물병원,513000001020220002,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 옥산동 820-1 아름다운빌,"경상북도 경산시 삼성현로15길 44, 아름다운빌 (옥산동)",38672,259751.445871153,355456.008431352,,2022-03-31,,2026-03-10 21:32:47
해담동물병원,513000001020230001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 사동 642-8,경상북도 경산시 박물관로7길 4 (사동),38584,258725.359324338,359235.399384456,,2023-06-13,,2026-03-10 21:32:47
든든한우 동물병원,513000001020260001,5130000,영업/정상,정상,경상북도,경산시,경산시,경상북도 경산시 와촌면 동강리 140,경상북도 경산시 와촌면 동강길 26,38412,,,,2026-01-12,,2026-03-10 21:32:47
대구가축병원,514000001019680001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 동부리 396-1 2통,대구광역시 군위군 군위읍 중앙길 122-1,43114,305412.33065171,340884.132822991,,1968-02-10,,2026-03-10 23:38:47
도수의과가축병원,514000001019920001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 591 13통,대구광역시 군위군 군위읍 군청로 123,43119,,,,1992-10-07,,2026-03-10 23:39:08
박성준 동물병원,514000001019960001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 112-1 등용문학원,"대구광역시 군위군 군위읍 중앙길 46, 등용문학원",43118,304686.813792381,340783.442457275,,1996-05-17,,2026-03-10 23:39:26
우성동물병원,514000001020130001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 151-31,대구광역시 군위군 군위읍 중앙1길 17,43118,304453.055988013,340719.819103384,054-382-1357,2005-06-15,,2026-03-10 23:39:41
버팔로 동물병원,514000001020140001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 126-9,대구광역시 군위군 군위읍 중앙길 23,43118,304474.727429222,340861.682992771,,2014-10-02,,2026-03-10 23:39:58
와이제이클리닉,514000001020210001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 151-29,대구광역시 군위군 군위읍 중앙1길 15,43118,304472.302586224,340737.19653551,,2021-01-11,,2026-03-10 23:40:14
군위축협 동물병원,514000001020210002,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 154-17,"대구광역시 군위군 군위읍 군청로 49-33, A동 1층",43118,304317.193519872,340732.562529959,054-383-7728,2021-11-25,,2026-03-10 23:40:28
군위종합동물병원,514000001020220001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 151-126,대구광역시 군위군 군위읍 군청로 49-18,43118,304231.367858892,340861.475319319,,2022-12-07,,2026-03-10 23:40:41
아틀라스동물의료센터,514100001020240001,5141000,영업/정상,정상,대구광역시,군위군,군위군,대구광역시 군위군 군위읍 서부리 151-126,"대구광역시 군위군 군위읍 군청로 49-18, 2층",43118,304231.367858892,340861.475319319,,2024-04-20,,2026-03-10 23:40:53
협동,515000001019650001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 안계면 용기리 839-2 1통,경상북도 의성군 안계면 안계길 127-1,37313,321267.021454762,328974.870115704,,1965-10-19,,2025-12-15 16:15:28
의성동물병원,515000001019950001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 의성읍 도동리 908-17,경상북도 의성군 의성읍 중앙길 44-1,37342,317720.603371596,352302.843522948,054-832-0342,1995-01-05,,2025-12-15 16:15:28
중앙,515000001019950002,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 다인면 서릉리 158-9,경상북도 의성군 다인면 다인장길 17-1,37303,328516.478494622,321459.895797105,,1995-04-26,,2025-12-15 16:15:28
김수의과 동물병원,515000001019960001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 안계면 용기리,경상북도 의성군 안계면 용기12길 62,37311,,,,1996-04-21,,2025-12-15 16:15:28
중부,515000001020010001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 의성읍 도동리 971-6,경상북도 의성군 의성읍 중앙길 16-1,37342,317461.230669065,352383.286211371,054-834-8576,2001-01-11,,2025-12-15 16:15:28
의성축협동물병원,515000001020070001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 봉양면 도원리 802-1,경상북도 의성군 봉양면 모선길 20,37363,311602.153880074,341338.003528623,054-861-2666,2007-06-27,,2025-12-15 16:15:28
도리원 동물병원,515000001020140001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 봉양면 화전리 96-3,"경상북도 의성군 봉양면 도리원1길 68, 1층",37362,312155.1828525,341958.501653306,054-833-8838,2014-09-23,,2025-12-15 16:15:28
백산동물병원,515000001020180001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 안계면 용기리 527-5,경상북도 의성군 안계면 용기12길 23,37313,321103.692518026,328936.723095901,,2018-09-04,,2025-12-15 16:15:28
하누동물병원,515000001020180002,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 의성읍 도서리 122-1,경상북도 의성군 의성읍 구봉길 220,37343,317400.767765376,352336.468129937,,2018-09-04,,2025-12-15 16:15:28
한솔동물병원,515000001020190001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 봉양면 화전리 573-1,경상북도 의성군 봉양면 원지2길 53-9,37362,312066.787405503,341220.985074221,,2019-08-07,,2025-12-15 16:15:28
다온동물병원,515000001020200001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 안계면 용기리 848-23,경상북도 의성군 안계면 안계길 162-6,37312,321516.968253267,328783.857695726,,2020-08-04,,2025-12-15 16:15:28
다호동물병원,515000001020200002,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 봉양면 화전리 78-8,경상북도 의성군 봉양면 봉호로 2,37362,312380.878439326,342215.296315252,,2020-08-04,,2025-12-15 16:15:28
새별동물병원,515000001020230001,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 구천면 유산리 539-4,경상북도 의성군 구천면 소보안계로 1627,37367,317477.014768968,328399.51484308,,2023-06-29,,2025-12-15 16:15:28
와니동물병원,515000001020240002,5150000,영업/정상,정상,경상북도,의성군,의성군,경상북도 의성군 봉양면 화전리 519-6,경상북도 의성군 봉양면 도리원3길 27-5,37362,312182.661178017,341553.563211123,,2024-12-06,,2025-12-15 16:15:28
진보동물병원,516000001020170001,5160000,영업/정상,정상,경상북도,청송군,청송군,경상북도 청송군 진보면 진안리 465-5 카페거기,경상북도 청송군 진보면 진보로 102-2,37409,338390.314992434,382852.153021499,054-872-9020,2017-09-27,,2026-03-10 22:15:17
청송동물병원,516000001020200001,5160000,영업/정상,정상,경상북도,청송군,청송군,경상북도 청송군 진보면 진안리 125-11,"경상북도 청송군 진보면 진보로 135, 2층",37405,338355.452370169,383217.651305275,,2020-10-20,,2026-03-10 22:15:25
청송영양축협 동물병원(출장진료전문),516000001020230002,5160000,영업/정상,정상,경상북도,청송군,청송군,경상북도 청송군 진보면 각산리 226,경상북도 청송군 진보면 진보로 264,37404,,,054-873-1195,2023-07-07,,2026-03-10 22:15:30
국립생태원 멸종위기종복원센터 동물병원,517000001020190001,5170000,영업/정상,정상,경상북도,영양군,영양군,경상북도 영양군 영양읍 대천리 360 국립멸종위기종복원센터,"경상북도 영양군 영양읍 고월길 23, 국립멸종위기종복원센터",36531,,,054-680-7451,2024-02-07,,2026-01-13 14:56:42
영양동물병원(출장진료전문병원),517000001020220001,5170000,영업/정상,정상,경상북도,영양군,영양군,경상북도 영양군 영양읍 서부리 189 대동빌딩,"경상북도 영양군 영양읍 옥골1길 1, 대동빌딩 3층",36538,,,,2022-01-17,,2026-01-13 14:56:42
동해가축병원,518000001019620001,5180000,취소/말소/만료/정지/중지,말소,,,영덕군,경상북도 영덕군 영덕읍 남석리 455-5,,,,,,1962-05-10,,2025-12-15 16:15:28
영덕종합동물병원,518000001020100001,5180000,영업/정상,정상,경상북도,영덕군,영덕군,경상북도 영덕군 영덕읍 남석리 5-10,경상북도 영덕군 영덕읍 중앙길 88-1,36432,325925.013627516,412562.291263329,,2010-09-28,,2025-12-15 16:15:28
영덕울진축협 동물병원,518000001020130001,5180000,영업/정상,정상,경상북도,영덕군,영덕군,경상북도 영덕군 영덕읍 화수리 592,경상북도 영덕군 영덕읍 영덕로 366,36423,,,054-733-7120,2013-10-08,,2025-12-15 16:15:28
엘 동물의료센터,518000001020180001,5180000,영업/정상,정상,경상북도,영덕군,영덕군,경상북도 영덕군 영덕읍 남산리 36-31,"경상북도 영덕군 영덕읍 영덕로 52, 1층",36441,324747.475019572,412729.502669216,,2018-10-10,,2025-12-15 16:15:28
고려동물병원,519000001019930002,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 청도읍 고수리 854-1 8통11반,경상북도 청도군 청도읍 청화로 217,38341,239195.752745363,358179.39555874,,1993-03-15,,2025-12-15 16:15:28
박동물병원,519000001019960001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 풍각면 송서리 578-9 16통5반,경상북도 청도군 풍각면 헐티로 198,38308,239197.950918594,346615.676328555,,1996-06-25,,2025-12-15 16:15:28
청도축협동물병원,519000001020060001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 화양읍 동천리 139-2,경상북도 청도군 화양읍 청려로 1790,38333,240369.498465454,355122.797013363,,2006-05-24,,2025-12-15 16:15:28
우리동물병원,519000001020070001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 화양읍 범곡리 140-3,경상북도 청도군 화양읍 청화로 55,38329,240118.432509551,356937.996717384,054-373-3366,2007-03-05,,2025-12-15 16:15:28
우성동물병원,519000001020070002,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 청도읍 원정리 534-3,경상북도 청도군 청도읍 중앙로 78,38337,239893.909389712,358606.764477596,054-373-7115,2007-06-05,,2025-12-15 16:15:28
현 동물병원,519000001020120001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 금천면 김전리 1077-1,경상북도 청도군 금천면 신교동길 10-9,38360,249756.087206797,368113.569283581,,2012-07-10,,2025-12-15 16:15:28
현 동물병원,519000001020120002,5190000,취소/말소/만료/정지/중지,말소,경상북도,청도군,,,경상북도 청도군 청도읍 고수산복길 13-1,38344,,,,2012-07-10,,2025-12-15 16:15:28
현대동물병원,519000001020200001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 화양읍 범곡리 378-7,경상북도 청도군 화양읍 청려로 1910,38332,240206.708457561,356318.53942001,,2020-12-07,,2025-12-15 16:15:28
고수 동물병원,519000001020220001,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 청도읍 고수리 271-3,경상북도 청도군 청도읍 고수구길 34,38344,239857.177456391,357324.836363865,054-372-9395,2022-05-13,,2025-12-15 16:15:28
청도펫동물병원,519000001020220002,5190000,영업/정상,정상,경상북도,청도군,청도군,경상북도 청도군 청도읍 고수리 785-5,"경상북도 청도군 청도읍 청도신기길 2, 1층",38338,239532.480587913,357931.685176342,054-372-0045,2022-08-10,,2025-12-15 16:15:28
황제동물병원,520000001019740001,5200000,취소/말소/만료/정지/중지,말소,경상북도,고령군,고령군,경상북도 고령군 개진면 옥산리 497,경상북도 고령군 개진면 옥산길 46-3,40149,,,,1974-06-10,,2025-12-15 16:15:28
성산가축병원,520000001019770001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 성산면 어곡리 11,경상북도 고령군 개진면 성산로 942-9,,,,,1977-02-24,,2025-12-15 16:15:28
진흥동물병원,520000001019910001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 고령읍 지산리 217-1,경상북도 고령군 고령읍 왕릉로 75,,,,,1991-12-07,,2025-12-15 16:15:28
정수의과병원,520000001019940001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 대가야읍 쾌빈리 6-1 해동디오팰리스,"경상북도 고령군 대가야읍 대가야로 1533, 107동 1층 103호 (해동디오팰리스)",40132,250033.908990298,315097.949298839,,1994-02-15,,2025-12-15 16:15:28
라파동물병원,520000001020070001,5200000,영업/정상,정상,경상북도,고령군,,,경상북도 고령군 대가야읍 쾌빈3길 2,40135,,,054-955-0058,2007-03-27,,2025-12-15 16:15:28
고령성주축협동물병원,520000001020110001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 고령읍 고아리 140-21,경상북도 고령군 고령읍 벽화길 41-8,,,,054-954-0723,2011-08-23,,2025-12-15 16:15:28
사랑동물병원,520000001020110002,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 고령읍 쾌빈리 6-1,경상북도 고령군 고령읍 대가야로 1533,,,,,2011-08-31,,2025-12-15 16:15:28
유경동물병원,520000001020150001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 성산면 득성리 175-6,경상북도 고령군 성산면 성산로 1014,40116,251157.307710384,324016.276498274,,2015-09-10,,2025-12-15 16:15:28
경북동물병원,520000001020210001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 대가야읍 지산리 232-21,경상북도 고령군 대가야읍 왕릉로 66,40138,248047.265055956,314363.314315507,,2021-03-11,,2025-12-15 16:15:28
찬동물병원,520000001020250001,5200000,영업/정상,정상,경상북도,고령군,고령군,경상북도 고령군 다산면 상곡리 151-58,"경상북도 고령군 다산면 상곡길 37, 3층 306호",40108,259406.931985544,330752.822253421,,2025-12-22,,2025-12-24 03:00:03
영남동물병원,521000001019670001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 경산리 165-5 1통,경상북도 성주군 성주읍 성주읍4길 4,40026,269475.901333029,315975.894853157,,1967-10-10,,2025-12-15 16:15:28
성주가축병원,521000001019900001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 경산리 718-275,경상북도 성주군 성주읍 시장길 47,40028,268993.252681713,315920.914718945,,1990-03-22,,2025-12-15 16:15:28
